"feature","coefficient","p_value"
"3206",-0.214285714285714,0.619097222222222
"3207",0.0238095238095238,0.976785714285714
"3208",0.0238095238095238,0.976785714285714
"3209",-0.0714285714285714,0.881994047619048
"3212",0.690476190476191,0.0693948412698413
"3213",-0.0476190476190476,0.934871031746032
"3214",-0.238095238095238,0.582142857142857
"3215",0.381881307912987,0.350540724872591
"3216",0.119047619047619,0.793005952380952
"3217",0.404761904761905,0.326835317460317
"3219",0.238095238095238,0.582142857142857
"3220",0.285714285714286,0.500793650793651
"3226",-0.119047619047619,0.793005952380952
"3249",0.214285714285714,0.619097222222222
"3251",0.666666666666667,0.0830853174603175
"3252",0.547619047619048,0.170982142857143
"3253",0.595238095238095,0.132291666666667
"3255",0.404761904761905,0.326835317460317
"3257",0.5,0.216170634920635
"3258",0.428571428571429,0.299206349206349
