ID,Comp1_Loading,Comp2_Loading
19,0.023144479222635957,0.019001957879234355
22,0.026682317317027603,0.010686730546485291
23,0.01642093163463776,0.014510802830784266
28,0.02953690866761878,0.014497462451086605
30,0.028622491026856826,0.016316245809680892
31,0.02679162924226481,4.87050095476672e-4
32,-0.005471767299871844,-0.014355356666958835
33,0.0287528157988379,0.010540394345235569
53,0.024507715040679383,0.011137262767577327
57,0.013927944816061952,0.02058062027596067
58,0.003973786891535444,-3.391278735433118e-4
59,0.022273335824402794,0.016976047222987758
73,0.01663908390237565,0.019101894289637142
74,0.017016870080057186,0.013366082934536234
87,0.01833092563624977,0.02342821316381629
153,0.01673544488142456,0.014204625304442725
165,0.007767933372120476,-0.006944766433225327
182,0.00547263942510453,-0.001176440064390463
194,0.006986156695439764,-5.776042866759983e-4
195,-0.005897972146043829,0.025716370069958375
213,-0.021408413138726188,-0.002090283055343379
214,-0.012088747376726992,0.024662129502687077
216,-0.013595195275836889,0.008980406485405365
217,-0.01753169916907873,0.01976165531990244
219,0.021323008172771805,-0.008557428730965776
224,-0.022315699745781913,-0.0013500467913026325
231,-0.01355073067010185,0.02260928466401926
232,-0.013550196251260048,0.02201239248396746
235,-0.02289032415314085,0.0023032712631803703
236,-0.023663817355161022,0.0013085135739705567
238,-0.020916920807002432,-0.008777546719315936
248,-0.025969813211375366,-0.015390357599133138
262,-0.024794119732579417,-0.014703011104522438
263,-0.026618264382791194,-0.006003519878575876
315,-0.0074938134613195045,0.044382101441014406
322,-0.004377843470408748,0.0452174256638596
353,-0.004664913895679895,0.045548993641318106
360,-0.0041806759436023525,0.04559434772909786
373,-0.0015629615077167027,0.044261659826457474
374,-0.001139747649526339,0.043266611955310355
375,7.062586333831216e-4,0.04350293092731466
382,0.0020130615725471716,0.043548309766490094
408,-3.4097147449301934e-4,-0.037379949004801696
413,-0.002153297922852502,-0.014429837637423793
414,-0.006865600441076714,-0.029819795320401576
415,0.0061052510606182,-0.03797475126288387
421,0.008469264700475763,0.0380476896634844
422,-0.0028201868744786272,0.02984204722367497
424,5.395756298035363e-4,0.020271235564274116
425,0.0027069708679471637,0.01932402399694247
429,0.0034902844330880916,-0.04172482723569812
433,-0.003714241359025569,-0.027234776830216943
436,1.9998587648704718e-4,-0.031543421011454305
482,0.0019448456690169874,0.04720998418341218
489,-0.0023563915235754076,0.04183164656337956
502,-0.002433974309466741,0.04447722646293432
508,-0.00787185688515569,0.009846210053995563
543,-0.01219677387287038,0.04286310850330519
550,-0.0010911821597416535,-0.03890234466524668
553,-5.75823836265838e-4,-0.040378062549316605
557,0.01000088620920051,0.019585975038069872
564,0.0012775569653654662,0.017989941653736474
565,-7.58439437231213e-4,-0.043498554922881114
566,-2.9828985787622885e-4,-0.04196854113949173
568,-3.815199063634859e-4,-0.04353776907728216
574,-5.317891311485159e-4,-0.04412985978268096
575,-7.640452407476735e-4,-0.043896033960772636
578,-0.0011911139461067062,-0.044045766520613185
579,-0.0012470519572999345,-0.03913122914284036
583,0.011039420380858712,0.05018814506646476
584,-3.0273961368757857e-4,-0.04262184144249163
585,0.0012609967834983997,-0.03607399998428638
586,-5.271639024398732e-4,-0.04411127793437633
590,0.008908645223409548,0.052376447374427815
593,0.011735576671588869,0.04583357004244369
594,0.011908550061580063,0.01453996161525609
595,0.010993883659333932,0.05160721386096173
596,0.010177904842932732,0.03559284661228804
598,0.010049592523799954,0.0511803316325449
599,0.007855913624871747,0.046837398856467975
600,0.007899827376981087,0.04338877192841551
601,0.009518497860697795,0.050732652193856434
602,7.621741489990459e-4,-0.029663956675926213
603,0.008994551843014769,0.05030949753384533
604,-4.011414929118159e-4,-0.04472858625803926
605,0.0010756500939511167,-0.0017281503647231789
606,0.007055661779638163,0.052351614466362016
611,0.009312578037074838,0.05120714393936034
612,0.006167190885139987,0.025386847325568274
625,0.007361463211595252,0.052141800830513944
633,0.004802577809082869,0.04491950976400699
