"","Feature","Comp1_Loading","Comp2_Loading"
"x840","656.1461_6.8722",0.000852807590305831,-0.00130679089456469
"x841","1287.35946_6.8871",0.000152765801463422,-0.000185268830972236
"x842","401.18103_6.9476",9.23714869550819e-06,-3.34238414073202e-05
"x843","643.17668_6.9294",0.000586486880927736,-0.000613889367961412
"x844","167.03459_6.9618",0.000219626195367036,-0.000179991289444123
"x845","211.02444_6.9578",0.000532467558377355,-0.000500759926503725
"x846","151.03974_6.9617",0.000226881904897383,-0.000146487765105755
"x847","195.02948_6.9636",0.000778562358560734,-0.000398090586878601
"x848","427.19657_7.0284",-6.61473639692547e-05,6.61213921934943e-05
"x849","367.19678_7.0402",5.15334090437827e-05,-5.49457254787975e-05
"x850","565.19181_7.0471",0.000676013664776715,-0.000508707408596897
"x851","223.06083_7.0669",0.000106005694778072,0.000135767316774574
"x852","392.10324_7.0699",0.000335623905000039,-0.000525739154757823
"x853","369.08222_7.0751",0.000876608919166526,-0.00109201913295462
"x854","463.14525_7.0874",0.00034563385539887,-6.76271481073238e-05
"x855","797.32429_7.1163",5.91987318988206e-05,-0.000101313502448813
"x856","546.13691_7.1213",0.00233077028740227,-0.00272422191050656
"x857","361.15002_7.1164",0.000411444204325141,-0.00048720004195598
"x858","508.09779_7.1319",-4.14505823755247e-06,7.59513700100988e-05
"x859","462.04038_7.1473",0.00139672621656436,0.000960664772094799
"x860","245.09264_7.1545",0.000200282118748018,-0.000191272864475195
"x861","1093.28118_7.147",0.000840149025755182,-0.00101886504012318
"x862","255.11352_7.1567",0.000757565412807377,-0.000589930190411902
"x863","377.08073_7.1562",5.697212776748e-05,-0.000175427994289719
"x864","551.21249_7.2535",0.00014225945811397,-0.000167634297420425
"x865","739.20848_7.2219",0.000152643951346954,-0.00020095770807905
"x866","279.12324_7.2776",0.000128216400595859,-0.000155497537788274
"x867","434.06117_7.2864",-0.000675711660498319,-0.00191451228159877
"x868","436.056_7.2877",-5.92260820459437e-05,-0.000196063252674559
"x869","395.19165_7.3091",-0.000125599860570322,8.13049969423837e-05
"x870","424.05236_7.3267",0.000532592037085215,-7.89717028085137e-05
"x871","722.07786_7.3233",0.00143290971491306,-0.00161194470048596
"x872","676.07194_7.3233",0.000796944300715895,-0.000865183627282056
"x873","675.13231_7.324",0.00100454484436964,-0.00120901764188239
"x874","695.09106_7.324",0.0019942896726663,-0.00234519866988304
"x875","623.16087_7.324",0.00270859065966275,-0.00360247208962411
"x876","645.14286_7.324",0.00267214048284244,-0.00358603343413223
"x877","577.15549_7.324",0.0668104384980399,-0.0849622691363598
"x878","640.15107_7.324",0.0117151526005753,-0.0146280599662599
"x879","422.05795_7.3281",0.00789729453247639,-0.00182317663698498
"x880","414.14821_7.453",-0.000127578761555322,0.000387606133761054
"x881","367.13919_7.5498",0.000314977975268213,0.000616082035684945
"x882","415.19683_7.518",0.00315299712691053,-0.00403843469639489
"x883","309.15507_7.4325",1.25142611045317e-07,-5.7713528120076e-05
"x884","644.16636_7.4294",0.000667954650452402,-0.000527653490641063
"x885","464.1135_7.4305",0.000418326730168799,-0.000507317108620406
"x886","472.11093_7.4305",0.000253986473405687,-0.00030802010775197
"x887","473.1183_7.4305",0.000210047736821069,-0.000254735181734815
"x888","486.10838_7.4305",0.000259355026037023,-0.000314530602864387
"x889","991.23387_7.4305",0.000192951763393127,-0.000234002731279741
"x890","533.16563_7.4465",4.4823426741499e-06,0.00025098267687673
"x891","621.18171_7.447",-4.89816835077476e-05,8.50427989561851e-05
"x892","413.14479_7.4563",-0.00114927833774383,0.00394349890101954
"x893","345.10871_7.4683",-3.0447402314724e-05,1.90478938072811e-05
"x894","305.0696_7.5013",0.0047407209284062,-0.000366914424011138
"x895","429.1759_7.2134",0.000209819464188012,-0.000334973364798297
"x896","257.1292_7.505",0.00147896393039587,-0.00146374210354933
"x897","301.11897_7.5016",0.000457002641358654,-0.000514754675272925
"x898","333.14518_7.5019",0.000834375834199209,-0.000833131570638535
"x899","506.1185_7.5084",0.00036361833629352,-0.000220002499543162
"x900","588.09559_7.5444",0.00155622864904922,0.00351250670059488
"x901","477.55733_7.5687",0.000106808040550294,-0.000148092306725259
"x902","477.02748_7.5615",-6.01544000810954e-05,-0.000158688168392657
"x903","875.16232_7.566",0.000166403465741888,-0.000149754530903085
"x904","953.11893_7.5639",0.000158595334416889,-0.000201940115803295
"x905","509.05325_7.5639",-0.000324782457063846,-0.0007728625815272
"x906","484.05334_7.566",0.000231150098808815,-0.000312916341999988
"x907","475.04802_7.566",0.000407825194126324,-0.000438467522456183
"x908","479.05746_7.5667",0.000963704462407126,-0.00020668225518731
"x909","873.16229_7.5667",0.00072929928033308,-0.000767737541923381
"x910","493.05855_7.568",0.0015409250463462,-0.0016572645663979
"x911","575.98034_7.568",0.000467237804496073,-1.77263677528592e-05
"x912","495.05244_7.5674",0.000140434193369208,-6.68003290378549e-05
"x913","476.05568_7.5687",0.00159021270701956,-0.0016662424601815
"x914","477.0636_7.5687",0.0135620745864072,-0.00273368253380357
"x915","545.05117_7.5687",0.000437234939770651,-0.000124803789381375
"x916","387.0411_7.5694",0.000298984939009118,-0.000334203229429439
"x917","519.18631_7.5832",0.000442999796834518,-4.03109147074195e-05
"x918","389.12336_7.6709",0.000152716746973485,-9.16010298309538e-05
"x919","181.01389_7.6137",0.00105874587142235,-0.0026307407263611
"x920","535.06906_7.6374",0.000209574179462505,-0.000235540328853723
"x921","567.09538_7.6461",0.000896572322167919,-0.000576669815605214
"x922","551.10045_7.646",0.00159482035699748,-0.0011336695022181
"x923","398.10875_7.6967",0.000492505031503233,-0.000410576990684723
"x924","579.20744_7.6895",0.000371806319048614,-0.000132280256039557
"x925","463.04807_7.5077",0.000611012463025699,0.000267830347807423
"x926","589.13651_7.7243",0.000814778701670894,-0.000833126774677392
"x927","424.04868_7.7261",0.000148476502840005,-0.000124839062085049
"x928","225.065_7.7255",0.000444155820701536,-0.000617625416194737
"x929","455.99891_7.7255",0.0011713342540793,-0.00011558597332064
"x930","135.04485_7.7261",0.000897810242172986,-0.00357912179062326
"x931","341.07636_7.7261",0.000976161179398524,-0.00208158898750208
"x932","323.04024_7.7261",0.00111812811035171,-0.00404547440670956
"x933","701.13239_7.7261",0.000718913787700675,-0.00240094769589289
"x934","115.00337_7.7267",0.00025151424487481,-0.000536208041324548
"x935","164.04745_7.7267",0.000485978184867325,-0.000929650733046804
"x936","223.0607_7.7267",0.0519119325119002,-0.0989820211515801
"x937","239.05556_7.7267",-2.99838983896624e-05,-0.00391668081985348
"x938","355.06636_7.7267",1.74986448041771e-05,-0.00280853256019716
"x939","422.96536_7.7267",0.00178803218334202,-0.00440487330454923
"x940","438.9964_7.7267",0.0122636440204202,-0.0169728850529232
"x941","440.99754_7.7267",0.000725669363790062,-0.000761059131088123
"x942","439.96827_7.7267",0.000106289906144673,-0.000189288828348955
"x943","732.06183_7.7267",0.0020520463998646,-0.00275340504726866
"x944","163.03967_7.7274",0.000755815669968609,-0.00595364683965504
"x945","207.02938_7.7274",0.00287793727026051,-0.0121725024077629
"x946","149.02397_7.7274",0.000979363486772757,-0.00227389732723832
"x947","339.07145_7.7274",0.041239083975377,-0.0918651817596716
"x948","133.01393_7.7274",-0.00018014970103003,-0.000453773544753848
"x949","407.05878_7.7274",0.000576909410088063,-0.00280282762814391
"x950","483.99363_7.7274",0.00151665293591163,-0.000446088949841829
"x951","679.15038_7.7274",0.00390806544545428,-0.0102193271961319
"x952","134.03702_7.728",0.000200925995121869,-0.00105540650895112
"x953","208.03719_7.728",0.000681415379281421,-0.00136851463470616
"x954","437.00197_7.728",0.000545343429108794,-0.000553498341627723
"x955","225.03994_7.7287",0.000552883279097387,-0.00380710708194737
"x956","391.0277_7.7287",-6.14557005572574e-05,-0.000432281794019482
"x957","551.98101_7.7287",7.47030292378316e-05,-0.0001369196005758
"x958","341.05075_7.7293",0.000386997399068864,-0.0021279908196392
"x959","429.04075_7.7319",-1.69599317840124e-05,-0.000241387173755521
"x960","384.05628_7.7306",-0.000742778103470395,-0.000374395559222308
"x961","533.97599_7.7312",3.77723987589758e-05,5.6773247269421e-05
"x962","505.13442_7.7325",0.00216154870130166,-0.0031904833632623
"x963","325.05582_7.735",-0.000671750927748849,-0.000964574275878958
"x964","209.04505_7.7357",-0.000573158487340695,-0.000705459129006185
"x965","517.13395_7.7364",0.000191928252364438,-0.000400083477461614
"x966","677.13504_7.7363",0.011682458322757,-0.0198261509649228
"x967","699.11703_7.7395",0.000517107008941649,-0.00139306390148124
"x968","222.05303_7.7402",0.000703431722401109,-0.000573762544585599
"x969","415.19666_7.7654",0.0113369161397537,-0.0140118472702692
"x970","338.064_7.7466",0.00135031108116215,-0.00125213362511333
"x971","730.04595_7.7498",0.000765146212999533,-0.000685173020191137
"x972","251.12833_7.7529",9.71617365209659e-05,0.000113210863590988
"x973","427.16021_7.7927",-0.000306339018511177,0.001136505976145
"x974","309.08103_7.8017",0.000224304688297832,5.56030339004317e-06
"x975","329.06715_7.8067",0.000200817822063193,6.62211227720516e-05
"x976","307.08527_7.8086",0.00604429927011085,0.00126881057660471
"x977","506.13764_7.8008",0.000166646700795167,-0.000326794934369442
"x978","433.1132_7.8183",-0.000101435034577421,-0.000305201465719192
"x979","791.27711_7.8561",0.000157159813546251,-0.00016816097673605
"x980","467.1664_7.9221",1.82376946879043e-05,6.59420409742962e-05
"x981","371.13362_7.7678",-1.5859874093608e-05,0.000183397874940203
"x982","257.12918_7.986",0.000614903772403909,-0.000622482439892819
"x983","301.11892_7.9882",0.000375771285263071,-0.000417502922229799
"x984","333.14522_7.9863",0.000437107809304693,-0.000495506795526188
"x985","385.14998_8.0005",0.00324181028465962,-0.00342836932336492
"x986","577.1556_7.9987",0.000156539592045782,-0.000166276960459104
"x987","393.11869_8.0327",-0.000295227328756166,-0.00066357872601737
"x988","618.10622_8.0668",-3.63716894959219e-05,0.000332843923370982
"x989","470.07658_8.0809",0.000258815506612076,3.77994834374815e-05
"x990","501.00609_8.0834",0.000238377279014734,-1.87331600751933e-05
"x991","417.17614_8.078",0.000443596643113241,3.44384165280794e-05
"x992","404.08401_8.084",0.000614177608991829,-7.26607371869815e-05
"x993","402.08917_8.0841",0.0110159815367547,-0.000390588508736207
"x994","613.15307_8.1652",0.000290703736597909,-0.000155977449801119
"x995","736.09374_8.1649",0.000311946467220772,-0.000133659251364262
"x996","591.17122_8.1643",0.00616520003779678,-0.00329959136315969
"x997","501.1602_8.1928",0.00126616445938888,-0.0012289824191535
"x998","500.15565_8.1891",0.000370949801205802,0.00015369345410204
"x999","387.16561_8.2275",0.000727545341135512,-0.000929250485347031
"x1000","403.09263_8.1318",-0.000101313501425944,8.42019967723535e-05
"x1001","520.1342_8.2849",0.000168324580793868,-0.000148793218166862
"x1002","237.03999_8.3518",0.000430243553550961,-0.000339129964978744
"x1003","379.1604_8.3702",0.00018450802041957,-0.000223762923433028
"x1004","419.13428_8.3745",7.61408350117558e-05,-8.10866233867394e-05
"x1005","535.14498_8.3726",0.000395820029701199,-0.00054510249938081
"x1006","563.13949_8.4148",0.000148804539327679,-0.000180464970500939
"x1007","319.09306_8.4263",0.000265243608584144,-0.000186510002559373
"x1008","474.07967_8.4492",0.000735261259457285,0.00029296334082935
"x1009","1000.1923_8.4524",0.000522016068381318,0.000251771067384104
"x1010","1008.04508_8.4491",0.000370703619217045,0.000127119166385559
"x1011","481.06617_8.4547",0.00056920996230017,0.00022742651367317
"x1012","448.07683_8.4466",-0.000178425890135209,-0.000535104485558257
"x1013","503.51869_8.4511",0.000437344297461775,0.000139507246558615
"x1014","447.05261_8.452",0.000510028007557387,0.000287133825917674
"x1015","625.96231_8.4543",0.000502492669220041,0.000276883879522745
"x1016","977.11581_8.4542",0.00168058707061432,0.000516552924269311
"x1017","613.03803_8.4565",0.000643673856824242,0.000297426789446158
"x1018","529.97483_8.4563",0.000843288047145818,0.000463791964766888
"x1019","480.06134_8.4575",0.00446847951993863,0.00179220178163865
"x1020","955.13379_8.4524",0.000764669246568934,0.000363776255105789
"x1021","476.72673_8.4523",0.000209829413229666,-8.45313676382877e-06
"x1022","616.9813_8.4566",0.000636514830254221,0.000306189347115855
"x1023","580.98325_8.4548",0.000473926120851883,0.000253279768961462
"x1024","547.98576_8.4569",0.000550702357507889,0.00037207813766577
"x1025","446.04523_8.4569",0.00149388755766429,0.000704659472603246
"x1026","578.98901_8.4569",0.00122692503433587,0.00066962295112167
"x1027","562.04093_8.457",0.00116218007499279,0.000584551259668022
"x1028","547.04651_8.4576",0.000632207725765263,0.000320277672620528
"x1029","475.04756_8.4575",0.000535583353459186,0.000251224717886323
"x1030","643.96792_8.4562",0.00154101732255046,0.000838539016581262
"x1031","545.05102_8.4562",0.00881409960110332,0.00480445656258165
"x1032","575.98021_8.4562",0.00697674493695809,0.00369963364099673
"x1033","493.0586_8.4569",0.00284086255560621,0.00153454973604384
"x1034","576.98652_8.4569",0.00293164313532541,0.00159978608848348
"x1035","477.06365_8.4575",0.287879148365816,0.136538922883387
"x1036","479.05866_8.4575",0.0218216151915673,0.0104256683994318
"x1037","322.16537_8.4581",0.000248791931731928,0.000400287422690705
"x1038","476.73262_8.4535",0.00024678731799362,0.000173295542245085
"x1039","397.08778_8.4662",0.000308942401909641,0.000280552897530206
"x1040","631.23996_8.4935",0.000309131412084841,-0.000374894902207665
"x1041","647.27123_8.4975",0.000297673703889002,-0.000321509675712592
"x1042","457.20748_8.5264",-3.52908235773057e-05,-7.78587638090453e-06
"x1043","411.20185_8.5272",-3.34934278456936e-05,-4.17935222205154e-05
"x1044","437.14465_8.5448",-0.000214111228105214,-0.000471107027994857
"x1045","352.17611_8.5446",0.00100559562443369,-0.000593595269811647
"x1046","443.19169_8.5457",0.000510214805878645,0.00079393706964004
"x1047","613.15304_8.5471",0.00025843309614795,-4.19629496371411e-05
"x1048","736.09375_8.5422",0.000249668162581296,2.54413273702218e-06
"x1049","591.17121_8.5677",0.00544547155173342,-0.000615871387470944
"x1050","315.10822_8.6138",2.69847565452123e-05,9.48149438530684e-06
"x1051","199.09718_8.6215",-0.000156779248863532,-0.0004083698044622
"x1052","255.11352_8.6552",0.00071502564147461,-0.000172336108109061
"x1053","835.34025_8.6917",7.40506325543459e-05,-7.64511601189052e-05
"x1054","547.31174_8.6902",0.000253087815357847,-0.000103689554898885
"x1055","351.1656_8.8228",0.00015485135749152,-0.000329596597118677
"x1056","292.15505_8.8363",0.00361437210070239,0.00513109696264072
"x1057","360.14245_8.8399",0.000122323105496703,0.000181072326959238
"x1058","392.08011_8.8398",3.06772718572725e-05,3.57443930595152e-05
"x1059","437.07684_8.8408",6.21492299226035e-05,8.59566305766587e-05
"x1060","413.14485_8.8543",8.7978316795947e-05,-0.000106700428790357
"x1061","364.17622_8.8698",0.000260161939917644,0.000399290027783859
"x1062","207.02949_8.8797",0.000917967601203783,-0.0034483332436233
"x1063","137.02412_8.9155",-2.35599682686197e-05,-0.00057327121943831
"x1064","205.05022_8.942",0.000175061252476743,-9.55862908058674e-05
"x1065","401.13482_8.9472",0.000178757130777494,0.000127963741198159
"x1066","223.06087_9.0357",0.000123188749298302,-8.62158171945418e-05
"x1067","519.31655_9.0004",0.000112904613912853,-0.000174425708271883
"x1068","309.10099_8.9959",0.000106267337017163,-8.74924923152158e-05
"x1069","367.13931_9.0199",0.000124729488445826,3.02452710947088e-05
"x1070","353.08738_8.9408",0.00041568048548679,-0.000266269686974715
"x1071","469.17097_8.8572",0.000169906888036664,-0.000206090514775351
"x1072","591.17123_9.0655",0.00158346659926551,-0.00183155463686957
"x1073","353.10258_9.0707",8.66218302001334e-05,-0.000115449122008618
"x1074","494.07904_9.0606",6.70007237210059e-05,4.12319571741741e-05
"x1075","487.12394_9.0707",0.000898044853827733,-0.00131970748625345
"x1076","273.12408_9.0787",0.000263153849563057,-8.38016307711829e-05
"x1077","431.09772_9.2008",0.000107292361917505,-0.000146003771910424
"x1078","418.0995_9.2142",0.000278942421290433,6.68000588857184e-05
"x1079","416.10492_9.2151",0.00466133353472063,0.00092085932060245
"x1080","436.10308_9.3799",0.000168544637914967,-0.00014920029262939
"x1081","337.18644_9.3811",0.00135096532570703,-0.00169452430781559
"x1082","462.09269_9.4229",-0.00233692305448376,-0.00501750226555032
"x1083","464.08701_9.4256",-0.000239403426842709,-0.000579077254141226
"x1084","427.1603_9.428",0.000121805410560381,-0.000147722868867621
"x1085","530.07993_9.4259",-5.15511780668098e-05,-0.000145120749200785
"x1086","561.0092_9.4269",-2.44375221560583e-05,-7.39708287756695e-05
"x1087","439.03308_9.4785",0.000189133344743105,-0.000116510751906714
"x1088","341.11349_9.4804",0.000117014754170021,-0.000130289084713559
"x1089","410.02998_9.4797",0.000143691937452182,-0.000121466827865445
"x1090","133.01398_9.479",0.00038402070243179,-0.000427269896581313
"x1091","438.02486_9.4772",0.000295843664301872,-0.000242383126034498
"x1092","223.09721_9.4787",0.00101106638431879,-0.000915803120406457
"x1093","361.09009_9.4797",0.000460305596919534,-0.000446317269690291
"x1094","179.10741_9.4799",0.000774224073100171,-0.000691381926903242
"x1095","447.14035_9.4961",0.000119379493442571,2.8261342998096e-05
"x1096","469.20719_9.5513",0.000137598337233144,-0.0001668751020624
"x1097","279.15973_9.6266",0.000127705420892572,0.000177022650709267
"x1098","350.19681_9.7005",2.11193041598873e-05,2.60654288761494e-05
"x1099","339.10797_9.4794",0.00504200680113543,-0.00448780436043216
"x1100","341.12366_9.5914",-8.60432643044302e-06,-1.57529856697634e-06
"x1101","209.11796_9.8158",0.000124758109232951,-3.95074689670839e-05
"x1102","327.21729_9.9556",0.000119774333933403,8.60393427950346e-05
"x1103","236.13696_10.1212",9.82277955019863e-05,0.000132238349092703
"x1104","419.13189_10.0491",6.60892111236798e-05,7.70057307798367e-05
"x1105","451.06964_10.0491",4.0546172964304e-05,4.72434543914081e-05
"x1106","468.07172_10.0491",3.55536700513351e-05,4.14262821882152e-05
"x1107","496.06683_10.0491",4.17942986925462e-05,4.86977474422063e-05
"x1108","351.14452_10.0501",0.00240190578527864,0.00239730911477331
"x1109","235.13361_10.0919",0.00156985587294725,0.00176460373155576
"x1110","320.18629_10.1222",4.47549690246557e-05,5.21474658417742e-05
"x1111","379.19689_10.1351",-0.000461393774039344,0.000325559402453866
"x1112","235.13361_10.1819",0.000429425283339186,0.000548891068740274
"x1113","365.12364_10.2916",0.000140684728398044,-0.000163105363868994
"x1114","476.10808_10.3071",-0.00788238791055649,-0.0132329542448938
"x1115","478.10262_10.3084",-0.000882338449811914,-0.00146921513959485
"x1116","544.09555_10.3091",-0.000263048222476079,-0.000504983087085529
"x1117","575.02484_10.3098",-0.000153971451302892,-0.000328739091568089
"x1118","430.12045_10.3592",8.96039639511829e-05,0.000578419014911733
"x1119","329.23295_10.4106",0.000130036035118091,-1.89241254657922e-06
"x1120","307.19104_10.4745",3.14773635765751e-05,4.3814653305147e-05
"x1121","353.1602_10.9355",0.000273441158650621,5.19455009909558e-05
"x1122","307.19113_10.9708",0.000204527332292509,2.05071560840743e-05
"x1123","552.23451_11.3865",0.00015775322743504,0.000299625204903979
"x1124","307.1911_11.4243",5.57181269065399e-05,5.69538339470746e-05
"x1125","263.1648_11.6067",0.000596396688439097,0.000849447678291736
"x1126","435.22296_11.7655",0.000103354268507053,-0.000125346992461841
"x1127","311.1861_11.8542",0.000106338045016564,4.06319853348614e-05
"x1128","263.16474_12.0324",0.000123299147949912,6.41403861935463e-05
"x1129","361.16298_12.1651",-0.000140986453566923,-0.000337123323318526
"x1130","220.14633_12.1657",-9.43945921837759e-05,-0.000211406955871736
"x1131","531.28044_12.7705",0.000907531693681373,-0.000915377481641214
"x1132","721.36477_13.0569",0.000708812927629035,-0.000737347219116911
"x1133","229.93688_13.1985",-0.00129168338268142,-0.000594718812710471
"x1134","474.26206_13.2565",4.53931808524435e-05,6.98524599125568e-05
"x1135","203.9364_13.2182",-0.000410657006712789,-0.000481368084617282
"x1136","562.31437_13.2128",0.000118363255311189,0.000173112306849827
"x1137","291.19618_13.2044",0.000655644961456206,0.000930826115374985
"x1138","474.26205_13.3856",0.000166392286570971,8.77001089497944e-05
"x1139","818.46916_13.3964",0.00010194697801146,-0.000123640357820722
"x1140","562.31438_13.4312",0.000172046784430686,0.000112002649522222
"x1141","639.28189_13.522",0.00057834274911329,0.000826536119453973
"x1142","291.19627_13.6237",0.00081587786525161,0.000307643818598593
"x1143","667.27673_13.6997",0.000196428477306609,-0.000221997533406146
"x1144","235.9093_13.7429",-0.000678461055096923,-0.00046070691834996
"x1145","476.2777_13.8996",8.9976233343486e-05,0.000219183583789196
"x1146","564.33005_13.9458",0.00013907786287411,0.000203069563822057
"x1147","293.21192_14.0388",0.000228241337528274,1.41850925473071e-05
"x1148","309.20677_14.0165",9.97097072186822e-05,0.000152773277742873
"x1149","568.2082_14.0592",-1.9658695426261e-05,2.40822747236523e-07
"x1150","559.31175_14.0739",0.000578111495936505,-0.000395712894324719
"x1151","188.9415_14.1207",-0.000852030913868085,-0.00106710115969752
"x1152","476.2777_14.1473",0.000306072775304903,0.000248185391416284
"x1153","625.26621_14.16",0.000160254108720152,8.65689176564411e-05
"x1154","564.33004_14.1973",0.000257022874780781,3.82474927612202e-05
"x1155","699.38032_14.2822",0.000291717658488864,-0.000242008238750297
"x1156","701.26432_14.3116",0.000194108298745029,0.000402868834480383
"x1157","559.31174_14.3049",0.000371113251354816,-0.000419822370619045
"x1158","291.19622_14.4523",0.000252816320960144,-2.39433645221048e-05
"x1159","229.93688_14.4006",-0.0011262170934986,-0.00186730158951636
"x1160","809.46841_14.5264",5.31739974161867e-05,0.000138308901118298
"x1161","751.29737_14.5667",0.000270717593742179,-0.000328310097374162
"x1162","699.30301_14.5275",0.000601203556306064,0.000997890208230376
"x1163","295.22734_14.7178",0.000232564625307569,-5.8736924095559e-05
"x1164","452.27782_14.6921",0.000513095454474556,0.000454929163898186
"x1165","540.33013_14.7411",0.000430285916945522,-0.000166637923771209
"x1166","1009.53653_14.9037",0.000496559762745647,5.30358921730738e-05
"x1167","751.29754_14.9554",0.00042869898234002,-0.000519895638012356
"x1168","841.49465_15.0211",0.000654098793390106,-0.000712286249263457
"x1169","293.21186_15.2085",0.000267356516341686,-8.33093495479608e-05
"x1170","751.29753_15.1155",0.000728087004809831,-0.000882966355737791
"x1171","891.38264_15.1407",0.000256373296221048,0.000199915260391326
"x1172","721.22169_15.1347",0.000196081141152191,0.000153880109667999
"x1173","719.22037_15.1441",0.00097286663293595,0.000710340454949046
"x1174","819.45318_15.1466",0.00206551324070468,0.00130274381920754
"x1175","325.86806_15.5256",-0.00290850057914654,-0.00412556060164866
"x1176","733.23599_15.616",0.000188718478810473,0.000417004243834499
"x1177","593.27264_15.6257",0.000340820162213687,9.80736421978531e-05
"x1178","653.29747_15.7984",0.00166082360375016,0.00379562455784281
"x1179","716.29316_15.8004",5.91713732265933e-05,0.000134863271719637
"x1180","753.40596_15.8027",0.000317264854491631,0.000118991569370216
"x1181","687.23064_15.8585",0.000193034840684061,-0.000258232831504224
"x1182","667.27679_15.9209",0.000128018078131872,0.00015410981163313
"x1183","793.47371_16.0514",0.000209784916722638,0.000250532700567207
"x1184","839.47917_16.0552",0.00014500888722933,0.000157470101906205
"x1185","847.48373_16.1221",0.000516638835888229,0.000477734435728713
"x1186","496.17584_16.1313",0.000340833230787848,-0.000279387136032467
"x1187","809.4687_16.1508",0.00020510658348802,0.000401961012883488
"x1188","753.22848_16.1683",0.000205120157122747,0.000617795589904594
"x1189","907.09043_16.1671",0.000441240726040163,0.000869945309002016
"x1190","883.16407_16.1692",0.000647922032666356,0.00124892483861729
"x1191","808.16832_16.169",0.00119228550273896,0.00208208248167687
"x1192","803.17241_16.1724",0.000443803926062598,0.000796393268658146
"x1193","736.2388_16.169",0.00246486450014912,0.00473411933062457
"x1194","835.1629_16.1704",0.00101659769237395,0.00182765225635503
"x1195","801.22292_16.1705",0.00058597647121962,0.0011782351149341
"x1196","1421.47248_16.1705",0.00165118692662647,0.00348990522767401
"x1197","750.22588_16.1682",0.0028070427767973,0.00735418488809851
"x1198","752.22738_16.1682",0.000692380959465647,0.00174623918965586
"x1199","1424.4764_16.1696",0.000765757347022873,0.00167186152643831
"x1200","825.1308_16.1711",0.000721428983780734,0.0012934255490383
"x1201","735.23754_16.1689",0.00776361299151731,0.0150018020746229
"x1202","805.16608_16.1689",0.0101291637300332,0.0169806697812291
"x1203","1422.47507_16.1705",0.00177994192751756,0.00375495401131659
"x1204","733.23587_16.1696",0.0313733993833676,0.0605172241880375
"x1205","725.20521_16.169",0.000117840855339804,0.000417823138499385
"x1206","807.16763_16.169",0.00342193503773813,0.00569910943477226
"x1207","833.16127_16.1712",0.00298554525284313,0.00524172718271622
"x1208","881.1662_16.1697",0.00104440892396394,0.00190503893522879
"x1209","823.13197_16.174",0.00117430723202826,0.0020554038888667
"x1210","836.16305_16.1645",0.000308679834728356,0.000669366850314786
"x1211","723.20731_16.1719",0.000225775934059194,0.000742537480431078
"x1212","737.24107_16.1704",0.000444553904108148,0.000837658943312383
"x1213","339.25343_16.2006",5.25920375508278e-05,6.1279073370042e-05
"x1214","855.50965_16.1972",0.000192406323155636,0.000287362619288091
"x1215","869.48935_16.3611",0.000226603076645075,0.000387112712479854
"x1216","823.4845_16.375",0.000170507999092379,0.000289031538378859
"x1217","927.49504_16.4767",0.000736535037364048,0.00052009292534605
"x1218","660.42405_16.4989",-5.01406719759816e-05,-7.03385166006144e-05
"x1219","781.43735_16.7808",0.000477250267418515,-0.000352922807887048
"x1220","837.50064_16.5922",0.000213832911928279,0.000598375682888316
"x1221","883.50512_16.5936",0.000106296565187175,0.000260556963636358
"x1222","809.34114_16.6386",0.000217409517223228,0.00029136901704841
"x1223","737.41119_16.6371",0.00173434255590683,0.00277614725802803
"x1224","705.24102_16.7466",-1.63562518768473e-05,3.5157972135525e-05
"x1225","738.41464_16.6398",0.000426919015064525,0.000961789701257622
"x1226","505.25673_16.7822",0.000299023217554096,-4.83941891574473e-05
"x1227","737.41122_16.8689",0.000184999302118379,0.000590464278712753
"x1228","577.26804_16.7874",-6.82774771545437e-05,0.000165652770549577
"x1229","595.28805_16.9569",0.000393122304273092,9.20555011029919e-05
"x1230","770.46084_17.0981",-0.000103548497912993,-7.171460385613e-05
"x1231","839.479_17.1856",0.00104396863754266,0.000132760011529458
"x1232","605.18171_17.2002",0.00064811802534666,0.00047776462370413
"x1233","505.25657_17.1978",0.00246191589922322,-0.000212089116488637
"x1234","824.48765_17.3889",0.000290409391500412,0.000156888057073803
"x1235","605.23968_17.2181",0.000183963118869513,-0.000139958082033436
"x1236","823.48428_17.2725",0.00199073357793751,0.000421863602306624
"x1237","636.42379_17.2314",-0.000127239948237217,-0.000225706288521193
"x1238","844.49698_17.3349",-6.82959730469281e-05,0.000122781105020079
"x1239","427.14231_17.3443",0.000244016234777987,-0.000174366353469449
"x1240","377.14204_17.344",0.000527313160900892,-0.000259741464419275
"x1241","425.14743_17.3445",0.000718628311506456,-0.000537748430829073
"x1242","277.21667_17.3438",0.000264043589244846,-0.000152600619812242
"x1243","497.07753_17.3418",0.000246174633433313,-8.59162588038025e-05
"x1244","821.46858_17.6318",0.00066405652773072,-0.000329976414408878
"x1245","777.4783_17.49",0.000196613687975205,0.00037450030679144
"x1246","895.41388_17.4511",0.000162563307086858,0.00019959211759079
"x1247","823.48416_17.4471",0.000718752697055903,0.000100740775274441
"x1248","782.46038_17.5444",-0.00019020563108496,-9.26874899356618e-05
"x1249","809.15225_17.5907",0.00035197595688374,0.000729042241310017
"x1250","723.26118_17.5853",0.000251725637877847,0.000596334557618929
"x1251","819.18169_17.5784",0.000899625782823319,0.0020043990177896
