709,1876,DreaMS,0.619,score=0.619
2959,2989,DreaMS,0.707,score=0.707
600,3038,DreaMS,0.761,score=0.761
1700,2347,DreaMS,0.604,score=0.604
2149,2401,DreaMS,0.723,score=0.723
856,1545,DreaMS,0.738,score=0.738
5445,5748,DreaMS,0.605,score=0.605
389,865,DreaMS,0.705,score=0.705
2173,2420,DreaMS,0.685,score=0.685
3693,3708,DreaMS,0.636,score=0.636
4420,4601,DreaMS,0.638,score=0.638
1377,5129,DreaMS,0.610,score=0.610
2641,5257,DreaMS,0.721,score=0.721
1410,2155,DreaMS,0.627,score=0.627
3296,3962,DreaMS,0.676,score=0.676
3892,6430,DreaMS,0.627,score=0.627
2653,4061,DreaMS,0.667,score=0.667
2947,3023,DreaMS,0.673,score=0.673
465,3297,DreaMS,0.621,score=0.621
1128,1745,DreaMS,0.682,score=0.682
2174,4742,DreaMS,0.816,score=0.816
222,1397,DreaMS,0.832,score=0.832
3215,4658,DreaMS,0.632,score=0.632
3961,4262,DreaMS,0.688,score=0.688
482,1254,DreaMS,0.691,score=0.691
544,4176,DreaMS,0.689,score=0.689
3297,3961,DreaMS,0.724,score=0.724
4426,5000,DreaMS,0.609,score=0.609
831,3034,DreaMS,0.617,score=0.617
3540,6977,DreaMS,0.637,score=0.637
2164,2386,DreaMS,0.852,score=0.852
1134,3240,DreaMS,0.619,score=0.619
1109,1941,DreaMS,0.824,score=0.824
842,3023,DreaMS,0.744,score=0.744
470,3798,DreaMS,0.692,score=0.692
941,3448,DreaMS,0.728,score=0.728
808,2177,DreaMS,0.734,score=0.734
3034,4420,DreaMS,0.603,score=0.603
3198,3812,DreaMS,0.889,score=0.889
885,1700,DreaMS,0.835,score=0.835
853,2978,DreaMS,0.621,score=0.621
2694,3862,DreaMS,0.627,score=0.627
4601,4963,DreaMS,0.614,score=0.614
2570,4751,DreaMS,0.651,score=0.651
2695,4087,DreaMS,0.726,score=0.726
4841,5707,DreaMS,0.604,score=0.604
3569,4362,DreaMS,0.734,score=0.734
3338,3938,DreaMS,0.601,score=0.601
7312,7411,DreaMS,0.637,score=0.637
2634,3292,DreaMS,0.615,score=0.615
3384,4855,DreaMS,0.685,score=0.685
2174,4412,DreaMS,0.606,score=0.606
2549,4691,DreaMS,0.603,score=0.603
1353,2081,DreaMS,0.788,score=0.788
6977,6997,DreaMS,0.633,score=0.633
5085,5494,DreaMS,0.624,score=0.624
2932,3005,DreaMS,0.612,score=0.612
4779,4894,DreaMS,0.669,score=0.669
539,547,DreaMS,0.662,score=0.662
3763,4468,DreaMS,0.634,score=0.634
961,5464,DreaMS,0.623,score=0.623
780,3051,DreaMS,0.684,score=0.684
2948,2989,DreaMS,0.689,score=0.689
1372,2081,DreaMS,0.627,score=0.627
1717,7106,DreaMS,0.641,score=0.641
3350,5132,DreaMS,0.618,score=0.618
3428,3857,DreaMS,0.729,score=0.729
544,2189,DreaMS,0.613,score=0.613
1152,3540,DreaMS,0.615,score=0.615
2004,2866,DreaMS,0.687,score=0.687
3705,4746,DreaMS,0.643,score=0.643
3368,5114,DreaMS,0.629,score=0.629
577,4504,DreaMS,0.621,score=0.621
2947,3718,DreaMS,0.665,score=0.665
2310,3939,DreaMS,0.609,score=0.609
1244,1629,DreaMS,0.784,score=0.784
804,3585,DreaMS,0.627,score=0.627
1241,1632,DreaMS,0.646,score=0.646
2145,2347,DreaMS,0.612,score=0.612
5516,5577,DreaMS,0.619,score=0.619
3471,4460,DreaMS,0.645,score=0.645
2039,2804,DreaMS,0.634,score=0.634
1339,3690,DreaMS,0.639,score=0.639
3442,3843,DreaMS,0.799,score=0.799
5301,7182,DreaMS,0.808,score=0.808
7406,7586,DreaMS,0.607,score=0.607
4379,6977,DreaMS,0.697,score=0.697
345,2748,DreaMS,0.654,score=0.654
3139,3843,DreaMS,0.783,score=0.783
4934,5369,DreaMS,0.657,score=0.657
1377,1673,DreaMS,0.677,score=0.677
2866,3569,DreaMS,0.666,score=0.666
1443,3625,DreaMS,0.642,score=0.642
2004,3438,DreaMS,0.744,score=0.744
4075,4306,DreaMS,0.655,score=0.655
4164,4987,DreaMS,0.673,score=0.673
7490,7550,DreaMS,0.693,score=0.693
831,2896,DreaMS,0.695,score=0.695
2456,4403,DreaMS,0.712,score=0.712
2994,3759,DreaMS,0.623,score=0.623
3023,4208,DreaMS,0.616,score=0.616
2799,2936,DreaMS,0.870,score=0.870
1265,3198,DreaMS,0.602,score=0.602
941,2890,DreaMS,0.649,score=0.649
641,2617,DreaMS,0.691,score=0.691
1318,1555,DreaMS,0.614,score=0.614
1337,3037,DreaMS,0.634,score=0.634
613,641,DreaMS,0.974,score=0.974
1876,4848,DreaMS,0.606,score=0.606
4893,5282,DreaMS,0.655,score=0.655
1287,5917,DreaMS,0.667,score=0.667
865,1795,DreaMS,0.781,score=0.781
636,6871,DreaMS,0.762,score=0.762
1971,2076,DreaMS,0.736,score=0.736
2711,3292,DreaMS,0.633,score=0.633
709,5917,DreaMS,0.630,score=0.630
3428,3812,DreaMS,0.786,score=0.786
2364,3843,DreaMS,0.657,score=0.657
2499,3338,DreaMS,0.651,score=0.651
569,2729,DreaMS,0.639,score=0.639
1473,5556,DreaMS,0.731,score=0.731
1488,1965,DreaMS,0.682,score=0.682
3080,3902,DreaMS,0.650,score=0.650
1961,3517,DreaMS,0.622,score=0.622
2568,3948,DreaMS,0.710,score=0.710
3990,6614,DreaMS,0.627,score=0.627
2729,3857,DreaMS,0.717,score=0.717
569,3380,DreaMS,0.709,score=0.709
2366,3788,DreaMS,0.817,score=0.817
1494,4531,DreaMS,0.637,score=0.637
2162,5257,DreaMS,0.615,score=0.615
2946,3932,DreaMS,0.719,score=0.719
1287,4286,DreaMS,0.637,score=0.637
5658,6872,DreaMS,0.603,score=0.603
4691,5707,DreaMS,0.786,score=0.786
2568,3702,DreaMS,0.685,score=0.685
2174,4332,DreaMS,0.764,score=0.764
3509,3731,DreaMS,0.924,score=0.924
927,5836,DreaMS,0.744,score=0.744
2730,3005,DreaMS,0.615,score=0.615
3312,3470,DreaMS,0.667,score=0.667
650,798,DreaMS,0.607,score=0.607
1405,3663,DreaMS,0.709,score=0.709
2510,3051,DreaMS,0.600,score=0.600
3152,3384,DreaMS,0.708,score=0.708
836,2802,DreaMS,0.629,score=0.629
4658,5740,DreaMS,0.629,score=0.629
5716,6020,DreaMS,0.676,score=0.676
4406,6278,DreaMS,0.616,score=0.616
2174,3948,DreaMS,0.604,score=0.604
2959,3394,DreaMS,0.812,score=0.812
1618,3812,DreaMS,0.730,score=0.730
3753,4502,DreaMS,0.665,score=0.665
2234,2359,DreaMS,0.685,score=0.685
2213,2337,DreaMS,0.894,score=0.894
4363,6278,DreaMS,0.929,score=0.929
1015,1645,DreaMS,0.607,score=0.607
1618,3198,DreaMS,0.719,score=0.719
4412,5200,DreaMS,0.653,score=0.653
1467,5534,DreaMS,0.683,score=0.683
1090,2741,DreaMS,0.644,score=0.644
945,3705,DreaMS,0.709,score=0.709
1355,2493,DreaMS,0.896,score=0.896
2880,6314,DreaMS,0.606,score=0.606
1717,1736,DreaMS,0.640,score=0.640
836,2655,DreaMS,0.674,score=0.674
2932,3654,DreaMS,0.660,score=0.660
3670,3932,DreaMS,0.655,score=0.655
2931,3655,DreaMS,0.608,score=0.608
2456,3448,DreaMS,0.846,score=0.846
2462,3442,DreaMS,0.783,score=0.783
