feature,log2FC,padj,Expression
508.86856_0.5266,0.12333273708790969,0.6059992793860138,Not significant
273.95976_0.4523,-0.08012710966204448,0.3969310078856563,Not significant
387.87441_0.5439,-0.27898860665715447,0.27556824181339606,Not significant
456.85816_0.5241,0.1196098479024058,0.701671600636759,Not significant
270.89983_0.542,0.11963583290167303,0.8364982582585007,Not significant
427.85402_0.5326,-0.03980668839897012,0.8990310554267918,Not significant
134.04697_0.5843,0.356116434816832,0.7995893133120338,Not significant
180.9306_0.5714,0.32914807984042926,0.10368283608609434,Not significant
175.96827_0.5601,-0.018495340261192202,0.987319785157014,Not significant
244.96341_0.4512,-0.04049046661573318,0.6604987173270371,Not significant
202.02037_0.591,-0.003293720170653888,0.991854168816472,Not significant
229.02266_0.5947,-0.14041909804338312,0.37900679556284445,Not significant
213.04885_0.5947,-0.3880193974697778,0.038816431459839096,Not significant
229.01417_0.5949,-0.06397458134538415,0.884753917852418,Not significant
230.03893_0.6524,0.08448584257903849,0.8548098574460978,Not significant
202.01208_0.6001,0.5568091323216336,0.14902272820765716,Not significant
329.0863_0.6038,-0.291327818574603,0.24953931722099998,Not significant
104.0351_0.6063,0.7395879955124176,0.2672403669385789,Not significant
272.08589_0.602,0.26995420957592775,0.47943162724757454,Not significant
313.11279_0.6038,-0.33553472904355575,0.24191782766795938,Not significant
299.0968_0.6057,0.07436688975623504,0.8146548948988265,Not significant
131.08226_0.6081,0.23543850911330733,0.2586958471321408,Not significant
127.05102_0.6081,-0.17794157077652287,0.3365055293457626,Not significant
145.06153_0.6081,-0.17001585076154738,0.37154635866234453,Not significant
118.05072_0.6087,0.8377228904723216,0.29912043937568755,Not significant
131.04586_0.6087,0.2576938423704329,0.39965478225559475,Not significant
315.07002_0.6081,0.06262951928498792,0.7270639927537719,Not significant
330.07031_0.6098,-0.13910093946859917,0.24749741005125664,Not significant
173.09267_0.5983,4.395198528101895,0.10988986227233634,Not significant
314.09644_0.6115,-0.28881015689700684,0.04038608871851166,Not significant
133.05021_0.8899,0.0722769791302978,0.8417986107215663,Not significant
369.01027_0.6173,0.008907252538932481,0.972935726720219,Not significant
128.03504_0.6174,0.011423826309460709,0.9260413758071456,Not significant
168.02737_0.6179,-0.16628301925160152,0.1260391988438609,Not significant
353.03621_0.6185,-0.08942671563904935,0.46601389727307946,Not significant
102.0558_0.6185,-0.023733628107546537,0.816520106093305,Not significant
331.0543_0.6202,-0.0544626151467331,0.7640438589734552,Not significant
146.04549_0.6197,0.02474975571042407,0.8324010994097852,Not significant
315.0805_0.6202,-0.19154746754617574,0.21117626461020467,Not significant
214.02037_0.6215,-0.09227843649792478,0.5288672707355742,Not significant
172.02234_0.6004,0.19065575546145666,0.4687304567022668,Not significant
227.96012_0.8831,0.31556571473602557,0.11725778662062693,Not significant
318.07589_0.6384,-0.13702825488594506,0.6300505621725858,Not significant
340.94568_0.4891,0.6056284906422925,0.1443894774527824,Not significant
302.10042_0.6396,1.4801087619897297,0.12046509047873416,Not significant
461.15063_0.6407,1.8376825827000651,0.43570546974823204,Not significant
143.04582_0.6418,0.4112076042040239,0.20984235185697392,Not significant
488.16127_0.6424,-0.09222435916665873,0.8038814595996059,Not significant
132.02988_0.6434,0.08436905656005775,0.46959536084729714,Not significant
549.16623_0.6434,3.881527246739508,0.429794971387778,Not significant
168.04266_0.6451,-0.36058833206495733,0.03648274291688381,Not significant
228.06383_0.6451,-0.33279570123975566,0.020961426604991774,Not significant
503.16062_0.6435,3.502659923220668,0.43414272807639914,Not significant
211.03316_0.6463,0.0034910471235069973,0.9855564605338571,Not significant
225.06112_0.6467,0.8035552628867041,0.46011061812107423,Not significant
499.17715_0.6468,-0.5345900723691283,0.18612962175540104,Not significant
474.14551_0.6473,-0.19727114595375866,0.1637576748879762,Not significant
323.10892_0.649,1.011199483705558,0.41259394584915676,Not significant
485.16146_0.649,0.20396128020032078,0.6191477479794691,Not significant
278.98089_0.6496,1.778569255615105,0.38852546912162916,Not significant
473.16144_0.6496,0.4167093258734404,0.6125156022538102,Not significant
459.04406_0.6502,0.07057696190762741,0.8231705701362207,Not significant
487.17744_0.6502,-0.11300193492578789,0.8378344535234856,Not significant
683.22402_0.6507,0.1762055851270801,0.860970119054927,Not significant
341.10826_0.6513,0.05327731153197575,0.92330972721939,Not significant
387.11384_0.6513,0.018202338232083982,0.9778899978172274,Not significant
