feature,log2FC,padj,Expression
214.02037_0.6215,0.31020706684608046,0.027019756171152726,Not significant
172.02234_0.6004,1.5010723867338756,0.08251338892286621,Not significant
227.96012_0.8831,-1.2112241561409225,2.3123111079838924e-4,Down-regulated
318.07589_0.6384,0.8719836624083438,0.0019293450173194404,Not significant
340.94568_0.4891,0.7714985524289374,0.07808559542916073,Not significant
302.10042_0.6396,0.22723417101912533,0.6055014861277646,Not significant
461.15063_0.6407,1.3481580978715715,0.02385046552591361,Up-regulated
143.04582_0.6418,-0.08397474356254538,0.5993211046201888,Not significant
488.16127_0.6424,0.2972051951313172,0.09612985202289745,Not significant
132.02988_0.6434,0.2625153387453903,0.060328932610418995,Not significant
549.16623_0.6434,1.9910895655305354,0.04400893330640761,Up-regulated
168.04266_0.6451,-0.8937238398392223,3.3636456418168174e-5,Not significant
228.06383_0.6451,-0.8446239807568446,2.9527605836243488e-5,Not significant
503.16062_0.6435,1.731439504497339,0.03535135134322279,Up-regulated
211.03316_0.6463,-0.11678225555971926,0.47795618795479805,Not significant
225.06112_0.6467,0.5257393742976726,0.0019293450173194404,Not significant
499.17715_0.6468,-0.3716555299878959,0.062487557791890656,Not significant
474.14551_0.6473,0.42751024952696537,0.015835561898347526,Not significant
323.10892_0.649,0.679449180948079,0.016013261231930025,Not significant
485.16146_0.649,0.09396570600482394,0.5696284302654004,Not significant
278.98089_0.6496,1.5081980304419396,5.745477612969825e-4,Up-regulated
473.16144_0.6496,-0.3526351636728916,0.13499991648264145,Not significant
459.04406_0.6502,0.3121773746303728,0.025604002134925984,Not significant
487.17744_0.6502,-0.6490989280676542,0.005339488447271991,Not significant
683.22402_0.6507,0.48976244718638023,0.07337118024500376,Not significant
341.10826_0.6513,0.22868565605070187,0.10368301311870455,Not significant
387.11384_0.6513,0.3235845779111719,0.029169125930304612,Not significant
389.11859_0.6513,0.28929135934530625,0.04907661449399762,Not significant
446.15071_0.6513,0.9508629321032213,0.008339997612094804,Not significant
377.08497_0.6518,0.23959391070201094,0.20607210287250874,Not significant
439.08518_0.6518,0.4060243510883762,0.00764143339982922,Not significant
460.16661_0.6531,0.7920972290625045,3.4068166853881243e-4,Not significant
471.07523_0.6535,0.12036755363935717,0.519445440550028,Not significant
114.05577_0.6388,1.7935332226645468,0.06404576966429558,Not significant
143.03462_0.6547,1.243817891195864,2.3123111079838924e-4,Up-regulated
574.08268_0.6552,1.0135652398278958,4.447886717712839e-4,Up-regulated
181.07134_0.6543,2.294573786250246,0.05189351160631454,Not significant
