Feature,Comp1_Loading,Comp2_Loading
242.05132_0.6576,0.012296587160844075,-0.0447236555323779
255.09827_0.9998,0.02373612312616975,-0.01561002248122621
306.08287_0.8283,0.025266887288307935,-0.01715472281404493
258.0614_1.0084,0.030530261028464862,0.0055767159062976995
325.05947_0.9973,0.003980382290063443,0.04295597399183382
364.12463_1.0096,0.028826899152120448,-0.017991642819793176
388.11724_0.7419,0.019309487323999733,-0.0029457576727295624
404.10374_0.6507,-0.00808400110045423,-0.05077810570484036
277.97248_0.7662,0.010708541643639791,0.00211983382602737
145.06153_0.7738,-0.004373447539546178,0.06897560799333856
341.10833_0.8036,-0.004995418816511277,-0.0036673830410182233
342.11164_0.6972,0.015178545327510326,-0.011890572793886167
440.02512_0.781,-0.00346697109487297,0.04281409323351966
323.97797_0.668,0.016322170141155553,-0.041989979292509486
342.08732_1.0285,8.883572638008282e-4,-0.013474518984048158
247.92577_1.0318,0.014228050552512861,-0.02558129039593081
198.07683_1.0317,0.02373522593274272,-0.015609970720812877
309.11869_0.9912,0.024574681427142194,-0.017243197340153556
341.1447_1.0344,0.014184166745512851,-0.005387535480626779
480.12872_1.0331,0.01825412909540627,-0.032305206027787754
137.02408_0.8194,0.03395948085866978,-0.019586146483059223
299.07675_1.0392,0.038853467414963566,-0.010142424162707513
354.0608_1.0409,-0.009694253412916807,0.053576430494789155
318.08262_1.0477,0.023736175423869427,-0.01561002549656678
203.01956_1.067,-0.005145383655525415,-0.025153931045425855
338.08779_1.0723,0.02297569716729707,-0.03865946896246182
210.0074_1.0723,0.0191307673476608,0.03809821234508876
401.04589_1.087,0.01931259281104352,-0.0055227241061151415
431.9754_1.087,0.027745213486478567,0.0030202937565742293
432.9834_1.0876,0.029169514945966847,-0.0012328019037223003
335.06318_1.0883,0.028075379917771048,-0.01912685365485416
333.05881_1.0883,0.02706798368753266,-0.020622800000348197
322.09279_1.0942,0.036865804738482076,-0.010579211641996364
273.03769_1.1002,0.02308377568209663,-0.009157211777326115
147.06597_1.1099,0.01838393681881773,0.010398567809101377
215.93619_1.0096,-8.028308602827279e-4,-0.016027478255969955
303.9519_0.8433,0.015399132223754785,-0.05863536981944708
252.99611_1.1335,0.007611500929078451,-0.0470318769545184
343.95969_1.1278,0.023148839915374638,0.032759840609282276
259.02177_1.1283,-0.020800599969005646,-0.004992464870750325
317.05422_1.1284,0.029970273990353208,-0.019778631519506998
245.04265_1.1303,0.027279251620069677,-0.02210689410989716
417.94709_1.1316,0.015099008740097694,-0.036914190684615246
214.9285_1.1309,0.021114750613279932,-0.04214085780222337
445.94189_1.1309,0.01482833745895742,-0.037481652208806775
301.93638_1.1309,0.004717732376417802,-0.049905974026868
313.93676_1.1315,0.012976285756786322,-0.047568540487170165
218.10291_1.1315,0.027127726425022033,-0.015349643329794648
368.99434_1.1328,0.01516661964738818,-0.040770219658863606
228.98359_1.1298,-0.007962775480594302,-0.03726803787763689
199.9809_1.131,-0.022850168078280195,-0.033383995728784144
375.93652_1.1321,0.005744739048946186,-0.051906398937017366
347.94158_1.1322,0.006485192353557058,-0.05093905878919958
170.93862_1.1328,0.022465648958750868,-0.040037741792935073
314.96668_1.1328,-0.013075639661085131,-0.03942001190429605
