Feature,Comp1_Loading,Comp2_Loading
332.90248_1.1993,-1.0004352215992423e-4,0.007357273695815209
445.67422_1.203,-2.8964897645209663e-4,-0.0010840232244747007
342.93108_1.2086,3.7273763874282176e-4,0.0026941641414856554
336.89648_1.2018,6.38681351146138e-4,0.0020360009681721124
411.65198_1.2086,0.00021968036751269599,-1.4095851991634273e-4
437.68635_1.2061,-5.26840632538614e-4,-0.001589577488993816
413.64903_1.208,3.939897499763453e-4,9.626145754418419e-5
418.60442_1.2117,-2.3938251710664833e-4,-4.4037650404956833e-4
416.60747_1.2142,-6.155400460310528e-5,3.8562655658829566e-4
420.60146_1.213,9.894662245351771e-5,1.0871396149536056e-4
352.95994_1.2174,2.0509168912246167e-4,0.0018812900859831172
324.96502_1.2187,3.057474049344505e-4,0.002237716875488856
225.01649_1.2274,1.309529025296549e-4,-1.26310351238898e-4
334.9939_1.2345,5.507477223103733e-4,0.0029360845322781077
362.98883_1.2339,2.8900494766758247e-4,0.001803306553606883
240.04844_1.2339,2.279510363478192e-4,0.002080773428256185
483.63306_1.2494,-6.994670033386151e-5,-1.6047859648266887e-4
329.08721_1.2403,0.0010281877114863343,-3.843310845923963e-5
479.98343_1.2629,7.758221669348039e-4,-6.982563425415685e-4
521.94903_1.2674,9.201312453952301e-4,-3.169083261470242e-4
485.63018_1.249,-1.0908205223793827e-4,-2.2016475007822638e-4
239.75988_1.268,3.275993066163342e-4,-0.0022631347591531765
241.75743_1.268,7.511977753156411e-4,-0.004463047214457036
243.75451_1.268,4.498374431503514e-4,-0.0026974250980622387
510.91243_1.2648,6.676758988215476e-4,-2.609518762070722e-4
424.01973_1.2699,0.017576249297751263,-0.005078228295853181
422.02484_1.2705,0.14893724528345845,-0.04382524480168335
520.94133_1.2661,0.0013744975097571774,-3.711475940407719e-4
245.75172_1.2667,1.1424788548398296e-4,-7.645171253583302e-4
152.9859_1.2737,8.499115278744728e-4,3.26659880466429e-5
490.01237_1.2661,0.001013473158620569,-4.398985590670973e-4
845.05653_1.2693,9.078059608297645e-4,-2.874020971208048e-4
867.03866_1.2674,7.076380321215718e-4,-2.7622467535602153e-4
552.95047_1.3119,0.0027468010251425175,0.0013219121099709262
