parent_call,ctrl_vs_sl1.Df,ctrl_vs_sl1.SumOfSqs,ctrl_vs_sl1.R2,ctrl_vs_sl1.F,ctrl_vs_sl1.Pr..F.,ctrl_vs_sl1.padj,ctrl_vs_le1.Df,ctrl_vs_le1.SumOfSqs,ctrl_vs_le1.R2,ctrl_vs_le1.F,ctrl_vs_le1.Pr..F.,ctrl_vs_le1.padj,sl1_vs_le1.Df,sl1_vs_le1.SumOfSqs,sl1_vs_le1.R2,sl1_vs_le1.F,sl1_vs_le1.Pr..F.,sl1_vs_le1.padj
"dist_mat ~ group , strata = Null , permutations 999",1,9429.217810456612,0.3144698372613264,6.422150272820083,5.998800239952009e-4,5.998800239952009e-4,1,3488.987186832177,0.2554891955837927,4.804293929592883,3.999200159968006e-4,5.998800239952009e-4,1,8538.67113434459,0.30192132647037023,6.0550461299914975,3.999200159968006e-4,5.998800239952009e-4
"dist_mat ~ group , strata = Null , permutations 999",14,20555.272570478952,0.6855301627386737,NA,NA,5.998800239952009e-4,14,10167.117443580244,0.744510804416207,NA,NA,5.998800239952009e-4,14,19742.441810429627,0.6980786735296298,NA,NA,5.998800239952009e-4
"dist_mat ~ group , strata = Null , permutations 999",15,29984.49038093556,1,NA,NA,5.998800239952009e-4,15,13656.104630412425,1,NA,NA,5.998800239952009e-4,15,28281.112944774213,1,NA,NA,5.998800239952009e-4
