id,log2FC,padj,pval,Expression
2826,9.079818085212354,0.43516970641728286,0.35061666282020754,Not significant
2827,10.272046524389937,0.43516970641728286,0.3506166628202075,Not significant
2828,1.2611482473253621,0.20763724101713182,0.11305902128681523,Not significant
2829,1.1231354536729927,0.27600059200390586,0.16842619023391348,Not significant
2830,1.4718996055059232,0.22059510692910037,0.12255283718283354,Not significant
2831,1.0858340250083511,0.2562575501246135,0.15135398750476672,Not significant
2833,8.33628231997309,0.057632306203373514,0.02299927984613975,Not significant
2836,1.140321001897057,0.4671171338991168,0.3850528436165803,Not significant
2837,0.7871458882669953,0.18743459496350418,0.09835136978306036,Not significant
2839,0.15062660727929103,0.514477277472709,0.43643358317087266,Not significant
2841,0.4920259653320373,0.20752211093746908,0.11287561007942618,Not significant
2842,9.947636937951827,0.3848109079281165,0.27131519511860225,Not significant
2843,11.315354797638676,0.26672039091971517,0.1599701704701724,Not significant
2850,-2.0260552307758295,0.33370012287224743,0.22091375208180197,Not significant
2851,4.314860254674611,7.047767485906815e-4,6.767683035944142e-5,Up-regulated
2853,2.619823967559552,0.05337161240565367,0.020895343309485122,Not significant
2854,4.676972877451878,0.03787841434931366,0.013221087032919252,Up-regulated
2855,0.9277130468646578,0.0466451232878805,0.017366421701130612,Not significant
2856,0.7463874178801876,0.033209738642518555,0.011263105077712807,Not significant
2857,1.0860166656916086,0.43105463102675917,0.3204699351088995,Not significant
2858,0.8099592803807132,0.037955236791508556,0.013269980984116721,Not significant
2859,1.0615649410929524,0.012903482050924103,0.003287798218909108,Up-regulated
2860,11.798016077272548,0.43516970641728286,0.3506166628202075,Not significant
2862,-0.5471291363597681,0.4029452631184021,0.29066441318604924,Not significant
2863,-0.6473902113677734,0.6558969717827863,0.5898875615917322,Not significant
2864,-1.0017314631621692,0.3695372734789503,0.2553870162262903,Not significant
2865,11.894775141041762,0.023959364533227993,0.00735585798428838,Up-regulated
2866,4.5367160811977,0.38945799791724484,0.2754979205743861,Not significant
2867,0.6642384659262082,0.06730052328379764,0.027483983330556103,Not significant
2868,9.494355603532846,0.43516970641728286,0.35061666282020754,Not significant
2869,1.5773102186418682,0.368657677306267,0.2528489828645077,Not significant
2870,9.218260498797305,0.43516970641728286,0.35061666282020754,Not significant
2871,-1.0512269190475974,0.23007773221115274,0.1302301532527351,Not significant
2872,-1.0920960161889741,0.3170230159351912,0.20434060596637107,Not significant
2874,2.619394466399977,0.2817073226254449,0.17289192866192227,Not significant
2875,12.383434301822776,0.26458005461554385,0.15776297613783155,Not significant
2876,4.780378006002403,0.2610963899588607,0.1552300817556461,Not significant
2877,9.977637690405876,0.38437519842308104,0.2705607853937918,Not significant
2878,12.42278750991785,0.25911086905930286,0.15374815965124428,Not significant
2879,-2.1774696666892024,0.030513379236871942,0.0100468718138857,Down-regulated
2882,-0.4927022416470836,0.4105695244592867,0.30022448647197403,Not significant
2883,10.988560433571148,0.24952090643158398,0.14602561481685486,Not significant
2884,2.5362979306234736,0.25911086905930286,0.15367229511588726,Not significant
2886,10.305919236202762,0.43516970641728286,0.3506166628202075,Not significant
2888,1.7388676674922807,0.055715152603347674,0.022104557344667316,Not significant
2889,9.269418929741096,0.43516970641728286,0.3506166628202075,Not significant
2890,0.4402197844562574,0.044151637978159006,0.016078490619155054,Not significant
2891,-0.7841494575767799,0.5272957763973375,0.4527565828752008,Not significant
2892,8.339293300180094,0.43516970641728286,0.3506166628202075,Not significant
2893,1.5080916030542282,0.29001804841709566,0.17967959369645542,Not significant
2894,3.8660990989955852,0.21677065386122094,0.11954542167564716,Not significant
2895,2.060723380642118,0.17868557952721295,0.09282502764269993,Not significant
2896,8.37232095486726,0.43516970641728286,0.3506166628202075,Not significant
2897,1.0004201604500145,0.2691998594074774,0.16271009536030775,Not significant
2898,0.8201679229625539,0.33290168719089763,0.21951654631270992,Not significant
2899,0.9731542379827149,0.33425766900773274,0.22147730366480953,Not significant
2901,5.565761440366698,0.36950862953602587,0.25507760984268246,Not significant
2903,10.350110443347928,0.3115314953037582,0.19790133384043276,Not significant
2905,0.2177238015999886,0.26727671800162195,0.16061480494221958,Not significant
2906,9.444704332890744,0.39440188942274507,0.28084027679828033,Not significant
2907,0.7979864088987972,0.11633501916971348,0.05454684435764343,Not significant
2908,0.9429858015607061,0.23615204050900404,0.13531690512005176,Not significant
2910,5.045493394646762,0.43516970641728286,0.334602071807525,Not significant
2912,4.561621234868806,0.19496761639660332,0.1033722066155678,Not significant
2914,0.33425436376213336,0.13884975681070474,0.06736515251898066,Not significant
2916,0.5185782776372613,0.01647940326921456,0.004515298976032611,Not significant
2918,0.38935200613757043,0.002538150104893316,3.735613592425881e-4,Not significant
2919,9.833483105659585,0.43516970641728286,0.3506166628202075,Not significant
2920,10.946586492776957,0.43516970641728286,0.3433631655000501,Not significant
2921,0.7266922698484712,0.2562575501246135,0.1514587963505569,Not significant
2922,11.819520502766958,0.43516970641728286,0.34296821381219467,Not significant
2923,0.8882462877832644,0.2381328497854325,0.13675891911184013,Not significant
2924,14.661562400966185,0.32931675903238605,0.21513828993215217,Not significant
2925,2.5575324299648003,0.2307104660708471,0.1308567215934124,Not significant
2926,0.5578984210257366,0.23007773221115274,0.12975427013233073,Not significant
2928,10.215775653020282,0.3129868855791298,0.20028247477431224,Not significant
2932,9.360024019571876,0.43516970641728286,0.3506166628202075,Not significant
2933,2.3102360022260635,0.1264207597934961,0.06023188032046149,Not significant
2934,1.3592603997314046,0.060230192772066614,0.024176168128403702,Not significant
2936,0.7469852808502851,0.004665362098917278,8.657346722098108e-4,Not significant
2937,0.8988522724629163,0.05426070302763031,0.021401343961819228,Not significant
2938,1.2574634704892649,1.9220422632953128e-4,1.2299281498690193e-5,Up-regulated
2939,0.8254190933150398,0.02662565294394098,0.008503480783143454,Not significant
2940,0.9693274661075718,0.007421930651371307,0.0015888717159421996,Not significant
2941,0.8308951476692904,0.0020403961386058103,2.780164516519546e-4,Not significant
2942,10.513850940118791,0.43516970641728286,0.3506166628202075,Not significant
2943,1.31688092364799,0.19584485423223214,0.10401765672718322,Not significant
2946,0.9368497156885528,0.003875407176260575,6.673185131897209e-4,Not significant
2947,0.6923589993494422,0.01804447024728013,0.005007104309454696,Not significant
2949,1.0662822214255954,0.2905555239471547,0.18018161054547233,Not significant
2950,0.3097208495878092,0.16630947348892278,0.08513806670753464,Not significant
2952,0.8438939309429663,8.681235251975415e-4,9.090298693167974e-5,Not significant
2955,0.6429123264496687,0.0018488344721124333,2.430695699228679e-4,Not significant
2956,0.650729346013335,0.012232044641500761,0.003059790108112465,Not significant
2957,0.38774145996805404,0.05390255770889509,0.021228639656150072,Not significant
2958,0.5118568183699768,0.03988994976570186,0.01410883621730467,Not significant
2959,0.3956071988873623,0.03337676705247402,0.011339169260410023,Not significant
2961,0.5817403453870169,0.004058217055450309,7.159529096859098e-4,Not significant
2963,0.49630197859566477,0.001564558484286741,1.9353161507392825e-4,Not significant
2964,0.6365887178585509,0.026220694828667818,0.008358895151896431,Not significant
2965,1.1868030042801465,0.39045556660364933,0.27643072981770866,Not significant
2966,0,1,1,Not significant
2968,0.9053903555139974,0.44589327195112877,0.36185056100746055,Not significant
2969,3.423121086301051,0.15965199856560733,0.08080118601051679,Not significant
2970,9.622509454683335,0.3834268947939304,0.269530343977353,Not significant
2972,0.4782045679112599,0.35448861571715606,0.23985583341467948,Not significant
2973,0.8840766137186726,0.15762016477710156,0.07913100768041806,Not significant
2974,8.71699089440494,0.38260722312143947,0.26798085901001345,Not significant
2977,0.6433124671713687,0.24609924079800383,0.1430972060940837,Not significant
2981,-0.1334744530534237,0.6504124422062003,0.5834415275636771,Not significant
2982,-0.19259852662861587,0.31267607080521304,0.19938236591417677,Not significant
2983,-0.4552373196442388,0.06045671545649376,0.0243076669823133,Not significant
2984,-0.17201055677415658,0.30232516092629946,0.18994250948249183,Not significant
2985,-0.1829327667293296,0.5185756233300853,0.4416490474434235,Not significant
2986,-0.18012515006941743,0.3039575599282424,0.1914456340426755,Not significant
2987,-0.19379487400951131,0.252454458359551,0.14847670587638515,Not significant
2989,-0.10920873105666926,0.5732092233989707,0.5001825684109693,Not significant
2990,-0.17540386952521403,0.3299949311776097,0.216157238223379,Not significant
2991,-0.16605306418125873,0.41002117236650676,0.29934646382778707,Not significant
2992,4.192250305730084,0.047718814826367514,0.017912487903883466,Up-regulated
2993,-0.4408136977218036,0.028390445283041254,0.009182715286428701,Not significant
2995,-0.5424388704298284,0.024222559516777088,0.007472064833734391,Not significant
2996,0.19151165149655194,0.43516970641728286,0.34058513029921833,Not significant
2997,-0.46368397418860163,0.016123678520710377,0.00437646222572503,Not significant
2998,-0.7680646849352034,0.024890763879750394,0.007804608336931624,Not significant
3003,10.433976574415976,0.43516970641728286,0.3506166628202075,Not significant
3015,10.878711932616799,0.30086006247233577,0.18849696758737963,Not significant
3021,3.2067162263018933,0.00625590042359187,0.001270104274481421,Up-regulated
3022,12.104459522188456,0.12866095402099867,0.06152373717583531,Not significant
3023,5.094707366100468,0.16542486872440668,0.08430028214228054,Not significant
3024,2.5196127462329447,0.06320793268427212,0.025702353081039096,Not significant
3026,11.26008153954641,0.23354303513283425,0.1333981871445562,Not significant
3027,12.733412601469889,0.14631106469579397,0.07168088501191584,Not significant
3028,12.010921419190488,0.21794559378155565,0.12070052663178649,Not significant
3029,6.605756775434025,0.07217425722783444,0.02981019350306134,Not significant
3030,3.001048377085327,0.023168954807584623,0.007008642524691102,Up-regulated
3031,2.5900896326592937,0.0064429408387376074,0.0013193223823360313,Up-regulated
3032,6.011436526868399,0.14257880641553322,0.06950613134160374,Not significant
3034,2.0864820673222555,0.002494050562157535,3.6561997769848686e-4,Up-regulated
