ID1,ID2,EdgeType,Score,Annotation
3338,4810,DreaMS,0.449,score=0.449
1887,13954,DreaMS,0.133,score=0.133
1817,5572,DreaMS,0.372,score=0.372
1130,1545,DreaMS,0.177,score=0.177
1891,13950,DreaMS,0.064,score=0.064
787,11985,DreaMS,0.165,score=0.165
2184,17733,DreaMS,0.345,score=0.345
2897,5856,DreaMS,0.156,score=0.156
1130,2391,DreaMS,0.129,score=0.129
352,2066,DreaMS,0.330,score=0.330
4128,5856,DreaMS,0.153,score=0.153
3175,13954,DreaMS,0.085,score=0.085
352,4801,DreaMS,0.346,score=0.346
5375,15718,DreaMS,0.130,score=0.130
2473,3634,DreaMS,0.422,score=0.422
5468,15718,DreaMS,0.133,score=0.133
1010,4066,DreaMS,0.282,score=0.282
4046,4510,DreaMS,0.142,score=0.142
11230,12764,DreaMS,0.295,score=0.295
5006,13025,DreaMS,0.055,score=0.055
3856,7867,DreaMS,0.167,score=0.167
5823,6187,DreaMS,0.033,score=0.033
3053,14007,DreaMS,0.186,score=0.186
2449,5937,DreaMS,0.355,score=0.355
5823,9607,DreaMS,0.015,score=0.015
1545,2686,DreaMS,0.100,score=0.100
2520,3587,DreaMS,0.260,score=0.260
4665,17161,DreaMS,0.116,score=0.116
4665,6187,DreaMS,0.316,score=0.316
5497,9950,DreaMS,0.054,score=0.054
4442,5030,DreaMS,0.242,score=0.242
1195,3005,DreaMS,0.444,score=0.444
2463,4139,DreaMS,0.475,score=0.475
4801,11229,DreaMS,0.192,score=0.192
2534,5082,DreaMS,0.188,score=0.188
14645,20005,DreaMS,0.326,score=0.326
2786,3385,DreaMS,0.400,score=0.400
5203,5781,DreaMS,0.171,score=0.171
1075,3338,DreaMS,0.489,score=0.489
5614,14861,DreaMS,0.133,score=0.133
496,2950,DreaMS,0.373,score=0.373
1748,13826,DreaMS,0.092,score=0.092
2189,3332,DreaMS,0.340,score=0.340
999,11217,DreaMS,0.268,score=0.268
3317,5817,DreaMS,0.115,score=0.115
4698,17170,DreaMS,0.269,score=0.269
3472,5038,DreaMS,0.190,score=0.190
5948,12141,DreaMS,0.264,score=0.264
331,2999,DreaMS,0.435,score=0.435
4587,11229,DreaMS,0.071,score=0.071
1891,1916,DreaMS,0.222,score=0.222
1042,2999,DreaMS,0.347,score=0.347
3261,5772,DreaMS,0.112,score=0.112
2521,5865,DreaMS,0.062,score=0.062
1035,3006,DreaMS,0.286,score=0.286
4066,8716,DreaMS,0.134,score=0.134
2527,4442,DreaMS,0.092,score=0.092
1140,5010,DreaMS,0.151,score=0.151
2686,5916,DreaMS,0.238,score=0.238
2021,2595,DreaMS,0.218,score=0.218
5468,5670,DreaMS,0.260,score=0.260
5513,5566,DreaMS,0.540,score=0.540
2595,5407,DreaMS,0.308,score=0.308
288,4523,DreaMS,0.284,score=0.284
5545,13872,DreaMS,0.173,score=0.173
2795,11229,DreaMS,0.116,score=0.116
4107,13712,DreaMS,0.097,score=0.097
566,4432,DreaMS,0.420,score=0.420
4047,5937,DreaMS,0.262,score=0.262
1767,15718,DreaMS,0.157,score=0.157
1767,12852,DreaMS,0.029,score=0.029
5555,5942,DreaMS,0.139,score=0.139
2133,3268,DreaMS,0.094,score=0.094
1883,12628,DreaMS,0.011,score=0.011
2021,2362,DreaMS,0.175,score=0.175
2391,5948,DreaMS,0.179,score=0.179
1140,3332,DreaMS,0.249,score=0.249
2999,5754,DreaMS,0.069,score=0.069
2779,5823,DreaMS,0.121,score=0.121
395,4982,DreaMS,0.451,score=0.451
3342,10129,DreaMS,0.055,score=0.055
2336,14877,DreaMS,0.097,score=0.097
1130,3342,DreaMS,0.123,score=0.123
1542,2595,DreaMS,0.302,score=0.302
2534,5468,DreaMS,0.187,score=0.187
2737,5865,DreaMS,0.160,score=0.160
2587,5799,DreaMS,0.287,score=0.287
1550,2587,DreaMS,0.284,score=0.284
1621,5552,DreaMS,0.320,score=0.320
1622,5551,DreaMS,0.301,score=0.301
566,5773,DreaMS,0.186,score=0.186
3053,5670,DreaMS,0.320,score=0.320
2189,2989,DreaMS,0.273,score=0.273
787,4805,DreaMS,0.497,score=0.497
2396,5407,DreaMS,0.246,score=0.246
2100,2516,DreaMS,0.199,score=0.199
5083,5537,DreaMS,0.120,score=0.120
2950,3770,DreaMS,0.304,score=0.304
135,5754,DreaMS,0.206,score=0.206
2968,11935,DreaMS,0.225,score=0.225
3767,4712,DreaMS,0.044,score=0.044
3733,4884,DreaMS,0.233,score=0.233
2516,8716,DreaMS,0.444,score=0.444
2516,4873,DreaMS,0.124,score=0.124
5067,5797,DreaMS,0.000,score=0.000
2473,13025,DreaMS,0.179,score=0.179
2516,13878,DreaMS,0.377,score=0.377
1637,12628,DreaMS,0.193,score=0.193
3743,4874,DreaMS,0.125,score=0.125
5366,5772,DreaMS,0.141,score=0.141
3768,4711,DreaMS,0.247,score=0.247
2170,14658,DreaMS,0.005,score=0.005
2988,3330,DreaMS,0.308,score=0.308
1098,4587,DreaMS,0.107,score=0.107
5083,5781,DreaMS,0.010,score=0.010
5203,8131,DreaMS,0.137,score=0.137
5983,6114,DreaMS,0.222,score=0.222
1484,3354,DreaMS,0.236,score=0.236
1637,5351,DreaMS,0.229,score=0.229
2527,5983,DreaMS,0.084,score=0.084
1637,17086,DreaMS,0.075,score=0.075
3385,4666,DreaMS,0.106,score=0.106
2133,5414,DreaMS,0.339,score=0.339
5754,10933,DreaMS,0.072,score=0.072
2200,3733,DreaMS,0.116,score=0.116
2779,11217,DreaMS,0.168,score=0.168
5552,11229,DreaMS,0.208,score=0.208
1484,2988,DreaMS,0.393,score=0.393
1622,5366,DreaMS,0.250,score=0.250
4590,5407,DreaMS,0.218,score=0.218
5203,5503,DreaMS,0.264,score=0.264
5409,5670,DreaMS,0.271,score=0.271
5772,10915,DreaMS,0.076,score=0.076
2553,2968,DreaMS,0.274,score=0.274
394,2516,DreaMS,0.205,score=0.205
1032,15718,DreaMS,0.275,score=0.275
4721,13826,DreaMS,0.155,score=0.155
2516,3005,DreaMS,0.430,score=0.430
5017,11935,DreaMS,0.103,score=0.103
4901,12748,DreaMS,0.205,score=0.205
787,4590,DreaMS,0.273,score=0.273
1794,11985,DreaMS,0.161,score=0.161
3733,4590,DreaMS,0.266,score=0.266
2200,5916,DreaMS,0.259,score=0.259
2585,4804,DreaMS,0.297,score=0.297
4678,5942,DreaMS,0.105,score=0.105
1729,3295,DreaMS,0.240,score=0.240
4523,4668,DreaMS,0.141,score=0.141
1767,2989,DreaMS,0.391,score=0.391
5663,17161,DreaMS,0.295,score=0.295
1489,15409,DreaMS,0.245,score=0.245
5409,5729,DreaMS,0.438,score=0.438
3293,14658,DreaMS,0.170,score=0.170
1032,1331,DreaMS,0.125,score=0.125
2463,5407,DreaMS,0.324,score=0.324
5547,15787,DreaMS,0.202,score=0.202
1037,3961,DreaMS,0.360,score=0.360
2202,10142,DreaMS,0.131,score=0.131
2796,3268,DreaMS,0.176,score=0.176
730,1794,DreaMS,0.228,score=0.228
3338,14613,DreaMS,0.106,score=0.106
1344,16431,DreaMS,0.258,score=0.258
2521,5349,DreaMS,0.268,score=0.268
3892,12850,DreaMS,0.007,score=0.007
1748,3276,DreaMS,0.035,score=0.035
12764,14861,DreaMS,0.232,score=0.232
1032,4653,DreaMS,0.131,score=0.131
2102,16431,DreaMS,0.015,score=0.015
2396,20005,DreaMS,0.186,score=0.186
3653,5819,DreaMS,0.492,score=0.492
3743,15409,DreaMS,0.251,score=0.251
5409,6088,DreaMS,0.354,score=0.354
2520,4653,DreaMS,0.025,score=0.025
4711,5909,DreaMS,0.305,score=0.305
1895,4587,DreaMS,0.018,score=0.018
1729,13954,DreaMS,0.106,score=0.106
6059,9607,DreaMS,0.100,score=0.100
1331,1344,DreaMS,0.221,score=0.221
1729,15786,DreaMS,0.144,score=0.144
3293,4510,DreaMS,0.233,score=0.233
12748,14877,DreaMS,0.638,score=0.638
1042,4666,DreaMS,0.297,score=0.297
1001,9607,DreaMS,0.007,score=0.007
1545,3293,DreaMS,0.097,score=0.097
1543,3295,DreaMS,0.181,score=0.181
3330,4721,DreaMS,0.233,score=0.233
3892,4587,DreaMS,0.265,score=0.265
2133,5983,DreaMS,0.248,score=0.248
4047,4810,DreaMS,0.123,score=0.123
1001,3261,DreaMS,0.057,score=0.057
1218,2982,DreaMS,0.426,score=0.426
2897,4184,DreaMS,0.096,score=0.096
5856,11985,DreaMS,0.169,score=0.169
2373,4048,DreaMS,0.386,score=0.386
3954,5006,DreaMS,0.217,score=0.217
12141,16431,DreaMS,0.240,score=0.240
1010,4698,DreaMS,0.412,score=0.412
2950,9985,DreaMS,0.237,score=0.237
1002,4706,DreaMS,0.237,score=0.237
795,1729,DreaMS,0.116,score=0.116
3856,4623,DreaMS,0.226,score=0.226
692,17332,DreaMS,0.090,score=0.090
135,2950,DreaMS,0.328,score=0.328
997,4711,DreaMS,0.426,score=0.426
566,4587,DreaMS,0.283,score=0.283
5492,17332,DreaMS,0.193,score=0.193
1080,2587,DreaMS,0.444,score=0.444
5420,5552,DreaMS,0.323,score=0.323
795,1001,DreaMS,0.213,score=0.213
2686,13954,DreaMS,0.113,score=0.113
1489,13839,DreaMS,0.121,score=0.121
2989,3770,DreaMS,0.111,score=0.111
4158,6187,DreaMS,0.212,score=0.212
4442,5555,DreaMS,0.199,score=0.199
424,1706,DreaMS,0.211,score=0.211
1720,2189,DreaMS,0.044,score=0.044
4805,5815,DreaMS,0.043,score=0.043
1836,13294,DreaMS,0.349,score=0.349
4801,5819,DreaMS,0.358,score=0.358
2473,4916,DreaMS,0.385,score=0.385
5817,17332,DreaMS,0.012,score=0.012
4988,9950,DreaMS,0.126,score=0.126
2066,3733,DreaMS,0.300,score=0.300
5819,17330,DreaMS,0.081,score=0.081
2202,4916,DreaMS,0.254,score=0.254
3120,5012,DreaMS,0.341,score=0.341
4812,7867,DreaMS,0.083,score=0.083
1720,3330,DreaMS,0.112,score=0.112
5012,15875,DreaMS,0.161,score=0.161
352,5537,DreaMS,0.387,score=0.387
2217,4901,DreaMS,0.183,score=0.183
4099,17733,DreaMS,0.229,score=0.229
2202,7489,DreaMS,0.084,score=0.084
2737,5773,DreaMS,0.110,score=0.110
2373,5497,DreaMS,0.283,score=0.283
2396,3005,DreaMS,0.220,score=0.220
4665,10934,DreaMS,0.007,score=0.007
787,1631,DreaMS,0.090,score=0.090
4666,10933,DreaMS,0.077,score=0.077
1817,4805,DreaMS,0.306,score=0.306
2200,13025,DreaMS,0.222,score=0.222
1218,2449,DreaMS,0.232,score=0.232
5369,11935,DreaMS,0.243,score=0.243
2982,7274,DreaMS,0.155,score=0.155
787,7489,DreaMS,0.182,score=0.182
1695,5349,DreaMS,0.174,score=0.174
2982,7489,DreaMS,0.199,score=0.199
4651,8131,DreaMS,0.087,score=0.087
4047,4432,DreaMS,0.174,score=0.174
2516,15875,DreaMS,0.270,score=0.270
331,2393,DreaMS,0.214,score=0.214
2066,2958,DreaMS,0.229,score=0.229
3053,15402,DreaMS,0.258,score=0.258
1891,11619,DreaMS,0.041,score=0.041
288,3196,DreaMS,0.201,score=0.201
4415,14778,DreaMS,0.171,score=0.171
288,2797,DreaMS,0.284,score=0.284
4666,14778,DreaMS,0.158,score=0.158
1375,5613,DreaMS,0.129,score=0.129
2553,15838,DreaMS,0.232,score=0.232
1032,17733,DreaMS,0.446,score=0.446
2216,7270,DreaMS,0.165,score=0.165
1035,4510,DreaMS,0.356,score=0.356
3519,5729,DreaMS,0.196,score=0.196
400,3338,DreaMS,0.235,score=0.235
1489,3587,DreaMS,0.429,score=0.429
3354,4158,DreaMS,0.271,score=0.271
1637,10142,DreaMS,0.180,score=0.180
4047,17170,DreaMS,0.004,score=0.004
13026,15633,DreaMS,0.413,score=0.413
1748,4874,DreaMS,0.172,score=0.172
2073,6187,DreaMS,0.208,score=0.208
1627,4523,DreaMS,0.414,score=0.414
2999,4804,DreaMS,0.262,score=0.262
5729,14778,DreaMS,0.238,score=0.238
1637,5407,DreaMS,0.218,score=0.218
2897,5613,DreaMS,0.174,score=0.174
135,1587,DreaMS,0.357,score=0.357
394,11217,DreaMS,0.174,score=0.174
2100,2950,DreaMS,0.253,score=0.253
2968,3634,DreaMS,0.332,score=0.332
2968,10934,DreaMS,0.187,score=0.187
2102,10934,DreaMS,0.222,score=0.222
1883,2982,DreaMS,0.219,score=0.219
2553,4128,DreaMS,0.245,score=0.245
3663,14877,DreaMS,0.258,score=0.258
1140,2527,DreaMS,0.399,score=0.399
384,3354,DreaMS,0.200,score=0.200
4128,10915,DreaMS,0.280,score=0.280
424,2202,DreaMS,0.350,score=0.350
2958,5552,DreaMS,0.284,score=0.284
997,2449,DreaMS,0.346,score=0.346
1883,3961,DreaMS,0.051,score=0.051
1489,4510,DreaMS,0.211,score=0.211
3338,4139,DreaMS,0.422,score=0.422
1032,13712,DreaMS,0.148,score=0.148
1622,16431,DreaMS,0.184,score=0.184
1767,20005,DreaMS,0.306,score=0.306
5555,12628,DreaMS,0.058,score=0.058
1035,3857,DreaMS,0.367,score=0.367
2959,5551,DreaMS,0.209,score=0.209
3332,5916,DreaMS,0.224,score=0.224
1954,4668,DreaMS,0.212,score=0.212
4107,4510,DreaMS,0.215,score=0.215
2200,5670,DreaMS,0.432,score=0.432
2202,5668,DreaMS,0.238,score=0.238
1817,4665,DreaMS,0.421,score=0.421
1543,2498,DreaMS,0.256,score=0.256
1627,2786,DreaMS,0.442,score=0.442
1622,2850,DreaMS,0.359,score=0.359
1748,5799,DreaMS,0.092,score=0.092
4653,5513,DreaMS,0.135,score=0.135
1035,1489,DreaMS,0.241,score=0.241
1748,17170,DreaMS,0.270,score=0.270
3743,5729,DreaMS,0.414,score=0.414
1331,2336,DreaMS,0.088,score=0.088
1344,12764,DreaMS,0.421,score=0.421
1729,5818,DreaMS,0.013,score=0.013
395,15951,DreaMS,0.167,score=0.167
1732,5815,DreaMS,0.026,score=0.026
3733,4415,DreaMS,0.297,score=0.297
2950,14788,DreaMS,0.271,score=0.271
2421,7270,DreaMS,0.076,score=0.076
2200,4221,DreaMS,0.125,score=0.125
2202,14007,DreaMS,0.060,score=0.060
2968,5083,DreaMS,0.084,score=0.084
2201,6059,DreaMS,0.272,score=0.272
1895,2336,DreaMS,0.369,score=0.369
2202,6058,DreaMS,0.190,score=0.190
394,14788,DreaMS,0.121,score=0.121
2473,3907,DreaMS,0.286,score=0.286
5038,5668,DreaMS,0.057,score=0.057
1002,7274,DreaMS,0.308,score=0.308
1952,3892,DreaMS,0.107,score=0.107
2865,20005,DreaMS,0.383,score=0.383
89,14823,DreaMS,0.126,score=0.126
1001,1002,DreaMS,0.765,score=0.765
2950,4666,DreaMS,0.296,score=0.296
4745,14645,DreaMS,0.288,score=0.288
3636,15835,DreaMS,0.240,score=0.240
4139,4184,DreaMS,0.368,score=0.368
2950,17170,DreaMS,0.112,score=0.112
1916,4706,DreaMS,0.158,score=0.158
4901,5017,DreaMS,0.373,score=0.373
2959,17161,DreaMS,0.225,score=0.225
140,3268,DreaMS,0.268,score=0.268
4873,14645,DreaMS,0.388,score=0.388
4698,5468,DreaMS,0.261,score=0.261
1637,2686,DreaMS,0.229,score=0.229
1375,4536,DreaMS,0.227,score=0.227
4805,6059,DreaMS,0.362,score=0.362
3589,12628,DreaMS,0.266,score=0.266
4916,5924,DreaMS,0.199,score=0.199
2184,4804,DreaMS,0.216,score=0.216
1077,15937,DreaMS,0.198,score=0.198
795,5667,DreaMS,0.195,score=0.195
3892,5799,DreaMS,0.074,score=0.074
566,4536,DreaMS,0.199,score=0.199
1637,4048,DreaMS,0.176,score=0.176
288,3120,DreaMS,0.269,score=0.269
2527,3317,DreaMS,0.125,score=0.125
5366,9607,DreaMS,0.006,score=0.006
3330,7867,DreaMS,0.280,score=0.280
4668,16425,DreaMS,0.236,score=0.236
496,2988,DreaMS,0.028,score=0.028
3743,8717,DreaMS,0.112,score=0.112
3743,5010,DreaMS,0.377,score=0.377
1075,13872,DreaMS,0.417,score=0.417
15719,15835,DreaMS,0.279,score=0.279
140,5614,DreaMS,0.230,score=0.230
4801,5670,DreaMS,0.163,score=0.163
3131,15787,DreaMS,0.181,score=0.181
5203,5552,DreaMS,0.276,score=0.276
4048,5670,DreaMS,0.296,score=0.296
2737,3196,DreaMS,0.205,score=0.205
4808,5663,DreaMS,0.140,score=0.140
2958,15786,DreaMS,0.043,score=0.043
4812,5571,DreaMS,0.445,score=0.445
1627,4712,DreaMS,0.203,score=0.203
1032,5610,DreaMS,0.288,score=0.288
2989,4184,DreaMS,0.217,score=0.217
4804,5667,DreaMS,0.323,score=0.323
384,17332,DreaMS,0.040,score=0.040
2988,5351,DreaMS,0.095,score=0.095
3653,5409,DreaMS,0.374,score=0.374
3385,15951,DreaMS,0.068,score=0.068
135,4158,DreaMS,0.175,score=0.175
2393,15718,DreaMS,0.026,score=0.026
997,4665,DreaMS,0.568,score=0.568
2421,4623,DreaMS,0.159,score=0.159
384,395,DreaMS,0.170,score=0.170
2737,4810,DreaMS,0.257,score=0.257
1695,9607,DreaMS,0.108,score=0.108
5537,10129,DreaMS,0.168,score=0.168
1706,15719,DreaMS,0.152,score=0.152
3120,6114,DreaMS,0.249,score=0.249
2020,2393,DreaMS,0.071,score=0.071
717,5369,DreaMS,0.036,score=0.036
2797,9985,DreaMS,0.298,score=0.298
2393,4651,DreaMS,0.174,score=0.174
4721,5750,DreaMS,0.199,score=0.199
3342,5366,DreaMS,0.310,score=0.310
2391,4653,DreaMS,0.229,score=0.229
4901,5083,DreaMS,0.365,score=0.365
1126,1916,DreaMS,0.181,score=0.181
394,1474,DreaMS,0.343,score=0.343
3629,7391,DreaMS,0.138,score=0.138
5017,5823,DreaMS,0.109,score=0.109
2102,5497,DreaMS,0.146,score=0.146
5555,9985,DreaMS,0.102,score=0.102
1331,4046,DreaMS,0.140,score=0.140
2021,14877,DreaMS,0.005,score=0.005
4698,5609,DreaMS,0.222,score=0.222
3354,5414,DreaMS,0.352,score=0.352
2066,5754,DreaMS,0.189,score=0.189
771,13839,DreaMS,0.143,score=0.143
3876,5815,DreaMS,0.137,score=0.137
1130,5668,DreaMS,0.218,score=0.218
384,1484,DreaMS,0.369,score=0.369
1001,20005,DreaMS,0.375,score=0.375
1080,4651,DreaMS,0.437,score=0.437
3261,16431,DreaMS,0.136,score=0.136
3276,15835,DreaMS,0.343,score=0.343
3954,4048,DreaMS,0.526,score=0.526
730,2865,DreaMS,0.262,score=0.262
4804,5503,DreaMS,0.310,score=0.310
3663,15835,DreaMS,0.489,score=0.489
1550,4158,DreaMS,0.216,score=0.216
1631,3961,DreaMS,0.060,score=0.060
424,4678,DreaMS,0.130,score=0.130
1691,3385,DreaMS,0.136,score=0.136
331,5904,DreaMS,0.274,score=0.274
2217,6059,DreaMS,0.262,score=0.262
997,13950,DreaMS,0.156,score=0.156
4808,6032,DreaMS,0.293,score=0.293
9607,14788,DreaMS,0.200,score=0.200
5348,5407,DreaMS,0.493,score=0.493
1891,2947,DreaMS,0.039,score=0.039
4810,5497,DreaMS,0.314,score=0.314
3767,5924,DreaMS,0.141,score=0.141
4099,10129,DreaMS,0.085,score=0.085
2021,5799,DreaMS,0.009,score=0.009
1887,2585,DreaMS,0.217,score=0.217
4916,5555,DreaMS,0.202,score=0.202
3974,7489,DreaMS,0.176,score=0.176
717,17161,DreaMS,0.224,score=0.224
1010,4721,DreaMS,0.478,score=0.478
5773,10142,DreaMS,0.141,score=0.141
1080,15787,DreaMS,0.465,score=0.465
6187,7274,DreaMS,0.093,score=0.093
89,2102,DreaMS,0.240,score=0.240
4048,5857,DreaMS,0.155,score=0.155
1130,2200,DreaMS,0.127,score=0.127
1542,17733,DreaMS,0.177,score=0.177
4804,17332,DreaMS,0.097,score=0.097
424,12141,DreaMS,0.176,score=0.176
2968,5815,DreaMS,0.135,score=0.135
1035,15415,DreaMS,0.329,score=0.329
6114,6187,DreaMS,0.176,score=0.176
2988,2989,DreaMS,0.526,score=0.526
692,14823,DreaMS,0.126,score=0.126
2200,2850,DreaMS,0.140,score=0.140
2686,4432,DreaMS,0.270,score=0.270
1695,15835,DreaMS,0.341,score=0.341
5537,11653,DreaMS,0.216,score=0.216
1474,1895,DreaMS,0.158,score=0.158
2516,3634,DreaMS,0.341,score=0.341
2534,4510,DreaMS,0.023,score=0.023
3664,4139,DreaMS,0.437,score=0.437
1035,12141,DreaMS,0.113,score=0.113
2950,13839,DreaMS,0.126,score=0.126
2947,10129,DreaMS,0.147,score=0.147
2521,3629,DreaMS,0.153,score=0.153
1916,5904,DreaMS,0.338,score=0.338
2521,4523,DreaMS,0.416,score=0.416
3338,3743,DreaMS,0.426,score=0.426
4874,11985,DreaMS,0.092,score=0.092
3608,15937,DreaMS,0.236,score=0.236
3629,15869,DreaMS,0.041,score=0.041
1952,2520,DreaMS,0.138,score=0.138
1032,15835,DreaMS,0.219,score=0.219
2521,3961,DreaMS,0.359,score=0.359
2797,15415,DreaMS,0.230,score=0.230
5571,11619,DreaMS,0.136,score=0.136
400,5729,DreaMS,0.293,score=0.293
5017,5366,DreaMS,0.239,score=0.239
3519,5083,DreaMS,0.184,score=0.184
1130,4415,DreaMS,0.219,score=0.219
3857,5861,DreaMS,0.209,score=0.209
3743,5948,DreaMS,0.280,score=0.280
6187,11720,DreaMS,0.169,score=0.169
2336,3663,DreaMS,0.344,score=0.344
1545,4047,DreaMS,0.147,score=0.147
5409,13954,DreaMS,0.139,score=0.139
1218,14007,DreaMS,0.225,score=0.225
1883,12141,DreaMS,0.053,score=0.053
999,3589,DreaMS,0.399,score=0.399
1001,3587,DreaMS,0.370,score=0.370
4139,5552,DreaMS,0.563,score=0.563
4982,5773,DreaMS,0.097,score=0.097
5670,12628,DreaMS,0.016,score=0.016
2793,3587,DreaMS,0.175,score=0.175
4523,5948,DreaMS,0.418,score=0.418
1637,1732,DreaMS,0.015,score=0.015
1075,2520,DreaMS,0.232,score=0.232
2133,10933,DreaMS,0.053,score=0.053
2950,13878,DreaMS,0.497,score=0.497
3770,5407,DreaMS,0.329,score=0.329
4099,15719,DreaMS,0.141,score=0.141
3768,5409,DreaMS,0.146,score=0.146
4706,7391,DreaMS,0.078,score=0.078
2170,10142,DreaMS,0.104,score=0.104
4587,5909,DreaMS,0.358,score=0.358
4534,5937,DreaMS,0.469,score=0.469
3330,5904,DreaMS,0.305,score=0.305
3857,6114,DreaMS,0.187,score=0.187
3636,4415,DreaMS,0.307,score=0.307
566,4107,DreaMS,0.393,score=0.393
1817,16431,DreaMS,0.242,score=0.242
1887,3821,DreaMS,0.069,score=0.069
1042,2553,DreaMS,0.400,score=0.400
1836,13872,DreaMS,0.352,score=0.352
288,2184,DreaMS,0.287,score=0.287
1883,5937,DreaMS,0.113,score=0.113
2021,13712,DreaMS,0.088,score=0.088
1542,16431,DreaMS,0.207,score=0.207
2982,4099,DreaMS,0.403,score=0.403
2170,4874,DreaMS,0.003,score=0.003
12141,15786,DreaMS,0.110,score=0.110
340,3636,DreaMS,0.301,score=0.301
1550,3261,DreaMS,0.187,score=0.187
384,17161,DreaMS,0.194,score=0.194
2073,7274,DreaMS,0.115,score=0.115
2449,5667,DreaMS,0.128,score=0.128
2170,3629,DreaMS,0.182,score=0.182
692,2393,DreaMS,0.230,score=0.230
3743,7489,DreaMS,0.355,score=0.355
1542,15633,DreaMS,0.065,score=0.065
424,2786,DreaMS,0.405,score=0.405
1010,2585,DreaMS,0.328,score=0.328
1474,15951,DreaMS,0.075,score=0.075
2737,15951,DreaMS,0.170,score=0.170
1543,3268,DreaMS,0.198,score=0.198
5017,5566,DreaMS,0.418,score=0.418
5012,5571,DreaMS,0.401,score=0.401
340,5414,DreaMS,0.191,score=0.191
1621,1748,DreaMS,0.010,score=0.010
1622,1747,DreaMS,0.516,score=0.516
4128,5006,DreaMS,0.395,score=0.395
5862,11720,DreaMS,0.106,score=0.106
4442,5865,DreaMS,0.086,score=0.086
2102,4048,DreaMS,0.195,score=0.195
1883,12852,DreaMS,0.061,score=0.061
2391,2474,DreaMS,0.252,score=0.252
11619,14823,DreaMS,0.335,score=0.335
1793,3892,DreaMS,0.086,score=0.086
2595,4523,DreaMS,0.195,score=0.195
1032,1098,DreaMS,0.458,score=0.458
5566,9607,DreaMS,0.042,score=0.042
5750,15633,DreaMS,0.178,score=0.178
5038,5545,DreaMS,0.276,score=0.276
1344,2102,DreaMS,0.311,score=0.311
1954,12852,DreaMS,0.150,score=0.150
395,1542,DreaMS,0.185,score=0.185
1720,3608,DreaMS,0.211,score=0.211
496,5393,DreaMS,0.331,score=0.331
5369,15786,DreaMS,0.406,score=0.406
1706,11229,DreaMS,0.257,score=0.257
1952,4047,DreaMS,0.039,score=0.039
4221,5497,DreaMS,0.305,score=0.305
2498,10934,DreaMS,0.158,score=0.158
394,1543,DreaMS,0.158,score=0.158
1732,6088,DreaMS,0.073,score=0.073
7274,9954,DreaMS,0.482,score=0.482
2516,2534,DreaMS,0.263,score=0.263
2189,3961,DreaMS,0.385,score=0.385
2066,7489,DreaMS,0.434,score=0.434
2373,4745,DreaMS,0.346,score=0.346
5572,5799,DreaMS,0.215,score=0.215
2473,5803,DreaMS,0.153,score=0.153
1550,3342,DreaMS,0.358,score=0.358
15835,20005,DreaMS,0.229,score=0.229
3663,5823,DreaMS,0.306,score=0.306
3175,6059,DreaMS,0.192,score=0.192
5552,5819,DreaMS,0.517,score=0.517
2449,15633,DreaMS,0.235,score=0.235
7391,15633,DreaMS,0.378,score=0.378
3338,9607,DreaMS,0.041,score=0.041
4668,4873,DreaMS,0.506,score=0.506
2595,3338,DreaMS,0.200,score=0.200
2989,5942,DreaMS,0.181,score=0.181
5545,15838,DreaMS,0.217,score=0.217
2587,13839,DreaMS,0.199,score=0.199
2362,5754,DreaMS,0.350,score=0.350
3293,15409,DreaMS,0.376,score=0.376
1550,15875,DreaMS,0.034,score=0.034
4668,5803,DreaMS,0.133,score=0.133
12764,14823,DreaMS,0.214,score=0.214
3636,3876,DreaMS,0.379,score=0.379
4510,5797,DreaMS,0.110,score=0.110
4184,16425,DreaMS,0.061,score=0.061
3342,15402,DreaMS,0.219,score=0.219
2102,15951,DreaMS,0.059,score=0.059
3120,3961,DreaMS,0.494,score=0.494
4048,13954,DreaMS,0.122,score=0.122
1691,17733,DreaMS,0.081,score=0.081
4534,5773,DreaMS,0.265,score=0.265
1010,14007,DreaMS,0.303,score=0.303
3664,5513,DreaMS,0.285,score=0.285
3629,5857,DreaMS,0.070,score=0.070
9985,12764,DreaMS,0.582,score=0.582
1747,3961,DreaMS,0.029,score=0.029
999,1627,DreaMS,0.307,score=0.307
2797,4645,DreaMS,0.250,score=0.250
1587,15838,DreaMS,0.251,score=0.251
3131,9985,DreaMS,0.009,score=0.009
1631,3261,DreaMS,0.220,score=0.220
1126,4536,DreaMS,0.083,score=0.083
12764,14594,DreaMS,0.320,score=0.320
424,1767,DreaMS,0.742,score=0.742
1075,9607,DreaMS,0.051,score=0.051
3120,5663,DreaMS,0.355,score=0.355
5663,5754,DreaMS,0.283,score=0.283
3653,5351,DreaMS,0.322,score=0.322
2850,15838,DreaMS,0.313,score=0.313
5667,5750,DreaMS,0.264,score=0.264
2463,2587,DreaMS,0.386,score=0.386
2020,2021,DreaMS,0.270,score=0.270
4711,5545,DreaMS,0.116,score=0.116
3587,4415,DreaMS,0.509,score=0.509
4047,4706,DreaMS,0.080,score=0.080
2534,5742,DreaMS,0.224,score=0.224
1561,3767,DreaMS,0.019,score=0.019
3385,4747,DreaMS,0.251,score=0.251
13026,17733,DreaMS,0.162,score=0.162
2184,15869,DreaMS,0.164,score=0.164
3629,5375,DreaMS,0.184,score=0.184
1001,2737,DreaMS,0.446,score=0.446
