ID1,ID2,EdgeType,Score,Annotation
12628,13025,DreaMS,0.147,score=0.147
395,1748,DreaMS,0.066,score=0.066
1195,2585,DreaMS,0.275,score=0.275
2202,3131,DreaMS,0.334,score=0.334
5349,10934,DreaMS,0.039,score=0.039
2795,8716,DreaMS,0.143,score=0.143
5497,15838,DreaMS,0.249,score=0.249
5375,13826,DreaMS,0.277,score=0.277
3354,4536,DreaMS,0.094,score=0.094
3330,4510,DreaMS,0.088,score=0.088
3006,6059,DreaMS,0.332,score=0.332
4048,4678,DreaMS,0.004,score=0.004
1729,3653,DreaMS,0.308,score=0.308
5349,10142,DreaMS,0.061,score=0.061
3317,4523,DreaMS,0.318,score=0.318
2102,4158,DreaMS,0.238,score=0.238
5513,12628,DreaMS,0.158,score=0.158
3770,6058,DreaMS,0.289,score=0.289
3743,4536,DreaMS,0.145,score=0.145
1489,7489,DreaMS,0.173,score=0.173
4046,13950,DreaMS,0.071,score=0.071
384,5420,DreaMS,0.210,score=0.210
1218,5774,DreaMS,0.001,score=0.001
4678,5083,DreaMS,0.372,score=0.372
1691,2421,DreaMS,0.038,score=0.038
3519,12748,DreaMS,0.114,score=0.114
1195,5797,DreaMS,0.159,score=0.159
395,5409,DreaMS,0.417,score=0.417
3276,5420,DreaMS,0.196,score=0.196
1010,4587,DreaMS,0.333,score=0.333
4805,15786,DreaMS,0.113,score=0.113
4804,15787,DreaMS,0.052,score=0.052
352,1729,DreaMS,0.126,score=0.126
1748,3634,DreaMS,0.120,score=0.120
2989,5797,DreaMS,0.197,score=0.197
3589,3768,DreaMS,0.321,score=0.321
12141,17170,DreaMS,0.430,score=0.430
394,9954,DreaMS,0.155,score=0.155
3293,14877,DreaMS,0.211,score=0.211
3587,3770,DreaMS,0.349,score=0.349
352,5497,DreaMS,0.295,score=0.295
1032,2534,DreaMS,0.149,score=0.149
3175,15633,DreaMS,0.101,score=0.101
5771,16431,DreaMS,0.053,score=0.053
135,2959,DreaMS,0.133,score=0.133
3120,12141,DreaMS,0.065,score=0.065
1375,5030,DreaMS,0.239,score=0.239
3974,13839,DreaMS,0.142,score=0.142
5916,12850,DreaMS,0.157,score=0.157
2553,13954,DreaMS,0.111,score=0.111
3733,15719,DreaMS,0.342,score=0.342
5012,7270,DreaMS,0.217,score=0.217
2587,5067,DreaMS,0.419,score=0.419
2897,8716,DreaMS,0.321,score=0.321
1130,5862,DreaMS,0.307,score=0.307
2498,15937,DreaMS,0.312,score=0.312
1140,13712,DreaMS,0.184,score=0.184
1331,2449,DreaMS,0.043,score=0.043
2950,6187,DreaMS,0.315,score=0.315
4873,15718,DreaMS,0.340,score=0.340
3472,15838,DreaMS,0.135,score=0.135
2200,14823,DreaMS,0.093,score=0.093
3683,16425,DreaMS,0.077,score=0.077
1794,5774,DreaMS,0.241,score=0.241
4810,5203,DreaMS,0.073,score=0.073
5857,10142,DreaMS,0.380,score=0.380
999,4805,DreaMS,0.580,score=0.580
2786,3261,DreaMS,0.379,score=0.379
1042,3006,DreaMS,0.249,score=0.249
2897,3342,DreaMS,0.171,score=0.171
5067,5369,DreaMS,0.148,score=0.148
3608,5572,DreaMS,0.464,score=0.464
3954,4590,DreaMS,0.200,score=0.200
795,13826,DreaMS,0.212,score=0.212
2189,14788,DreaMS,0.211,score=0.211
1836,13025,DreaMS,0.040,score=0.040
566,5503,DreaMS,0.417,score=0.417
3295,16425,DreaMS,0.128,score=0.128
4873,17086,DreaMS,0.085,score=0.085
2779,3268,DreaMS,0.372,score=0.372
3629,5551,DreaMS,0.177,score=0.177
2699,5799,DreaMS,0.137,score=0.137
352,2947,DreaMS,0.362,score=0.362
3053,5537,DreaMS,0.451,score=0.451
4812,16431,DreaMS,0.264,score=0.264
10934,13872,DreaMS,0.248,score=0.248
1001,12742,DreaMS,0.310,score=0.310
331,2968,DreaMS,0.185,score=0.185
787,8716,DreaMS,0.337,score=0.337
340,2959,DreaMS,0.361,score=0.361
1887,12850,DreaMS,0.121,score=0.121
1331,1720,DreaMS,0.066,score=0.066
2699,3519,DreaMS,0.288,score=0.288
5349,6059,DreaMS,0.105,score=0.105
5614,10129,DreaMS,0.065,score=0.065
692,5754,DreaMS,0.153,score=0.153
1732,6058,DreaMS,0.266,score=0.266
1035,8131,DreaMS,0.142,score=0.142
2373,6032,DreaMS,0.419,score=0.419
1002,1732,DreaMS,0.343,score=0.343
3683,5497,DreaMS,0.198,score=0.198
566,2850,DreaMS,0.243,score=0.243
3175,16425,DreaMS,0.210,score=0.210
394,2865,DreaMS,0.266,score=0.266
2968,4805,DreaMS,0.148,score=0.148
5742,5916,DreaMS,0.185,score=0.185
1098,4706,DreaMS,0.318,score=0.318
4107,5030,DreaMS,0.170,score=0.170
4099,5038,DreaMS,0.204,score=0.204
2498,4587,DreaMS,0.336,score=0.336
3664,5017,DreaMS,0.188,score=0.188
5750,20005,DreaMS,0.491,score=0.491
1037,4812,DreaMS,0.352,score=0.352
3608,13826,DreaMS,0.293,score=0.293
5754,5904,DreaMS,0.231,score=0.231
331,3907,DreaMS,0.125,score=0.125
4048,5017,DreaMS,0.088,score=0.088
3876,5750,DreaMS,0.406,score=0.406
13826,16431,DreaMS,0.213,score=0.213
1836,2463,DreaMS,0.130,score=0.130
1077,1887,DreaMS,0.055,score=0.055
999,10142,DreaMS,0.167,score=0.167
1126,4678,DreaMS,0.197,score=0.197
717,1545,DreaMS,0.263,score=0.263
2066,4982,DreaMS,0.182,score=0.182
2217,5420,DreaMS,0.191,score=0.191
4982,14658,DreaMS,0.352,score=0.352
2699,3767,DreaMS,0.055,score=0.055
4665,5348,DreaMS,0.326,score=0.326
135,5781,DreaMS,0.238,score=0.238
2217,8131,DreaMS,0.092,score=0.092
4590,14788,DreaMS,0.370,score=0.370
12764,13950,DreaMS,0.469,score=0.469
4590,5566,DreaMS,0.287,score=0.287
1002,9985,DreaMS,0.111,score=0.111
1126,3636,DreaMS,0.505,score=0.505
5772,5773,DreaMS,0.454,score=0.454
5771,5774,DreaMS,0.765,score=0.765
1484,6032,DreaMS,0.214,score=0.214
3663,4804,DreaMS,0.343,score=0.343
2498,7489,DreaMS,0.290,score=0.290
2498,10142,DreaMS,0.196,score=0.196
5667,7391,DreaMS,0.228,score=0.228
4982,14877,DreaMS,0.170,score=0.170
394,1344,DreaMS,0.231,score=0.231
2100,14877,DreaMS,0.244,score=0.244
717,5729,DreaMS,0.379,score=0.379
2463,5942,DreaMS,0.246,score=0.246
400,4884,DreaMS,0.126,score=0.126
1954,5038,DreaMS,0.145,score=0.145
717,2699,DreaMS,0.226,score=0.226
395,2699,DreaMS,0.381,score=0.381
1720,5082,DreaMS,0.167,score=0.167
1037,9950,DreaMS,0.209,score=0.209
5017,13826,DreaMS,0.261,score=0.261
1010,1954,DreaMS,0.285,score=0.285
5742,5803,DreaMS,0.193,score=0.193
140,3743,DreaMS,0.273,score=0.273
1637,2073,DreaMS,0.146,score=0.146
1098,2950,DreaMS,0.298,score=0.298
352,15786,DreaMS,0.154,score=0.154
2201,9985,DreaMS,0.046,score=0.046
2865,4510,DreaMS,0.314,score=0.314
4653,5503,DreaMS,0.257,score=0.257
2947,5551,DreaMS,0.126,score=0.126
1080,2968,DreaMS,0.339,score=0.339
89,15787,DreaMS,0.253,score=0.253
2520,2587,DreaMS,0.236,score=0.236
3005,5082,DreaMS,0.300,score=0.300
3006,6088,DreaMS,0.246,score=0.246
3276,5082,DreaMS,0.262,score=0.262
2595,15719,DreaMS,0.265,score=0.265
1075,4184,DreaMS,0.294,score=0.294
6059,14823,DreaMS,0.340,score=0.340
3295,15838,DreaMS,0.229,score=0.229
395,10129,DreaMS,0.178,score=0.178
4432,5865,DreaMS,0.011,score=0.011
11230,15951,DreaMS,0.053,score=0.053
1375,5369,DreaMS,0.034,score=0.034
4812,5909,DreaMS,0.348,score=0.348
2391,15415,DreaMS,0.367,score=0.367
730,4221,DreaMS,0.362,score=0.362
3587,3608,DreaMS,0.360,score=0.360
15415,15835,DreaMS,0.354,score=0.354
4221,4916,DreaMS,0.435,score=0.435
4805,5916,DreaMS,0.075,score=0.075
3589,4706,DreaMS,0.359,score=0.359
4523,13712,DreaMS,0.236,score=0.236
730,2686,DreaMS,0.325,score=0.325
1489,3770,DreaMS,0.272,score=0.272
2100,5537,DreaMS,0.238,score=0.238
1836,4810,DreaMS,0.194,score=0.194
1622,5555,DreaMS,0.228,score=0.228
13839,13872,DreaMS,0.462,score=0.462
3587,7867,DreaMS,0.272,score=0.272
12628,15719,DreaMS,0.429,score=0.429
3053,3768,DreaMS,0.215,score=0.215
3338,3857,DreaMS,0.233,score=0.233
3767,12764,DreaMS,0.051,score=0.051
1218,15951,DreaMS,0.247,score=0.247
4665,4810,DreaMS,0.295,score=0.295
1691,4714,DreaMS,0.451,score=0.451
331,3876,DreaMS,0.280,score=0.280
3683,11985,DreaMS,0.103,score=0.103
3629,4666,DreaMS,0.183,score=0.183
999,4714,DreaMS,0.373,score=0.373
1002,4711,DreaMS,0.391,score=0.391
1001,4712,DreaMS,0.400,score=0.400
1075,3876,DreaMS,0.402,score=0.402
1621,12141,DreaMS,0.163,score=0.163
3293,17733,DreaMS,0.231,score=0.231
3006,5492,DreaMS,0.173,score=0.173
3876,4805,DreaMS,0.222,score=0.222
4665,5203,DreaMS,0.213,score=0.213
5799,14594,DreaMS,0.030,score=0.030
2066,5571,DreaMS,0.358,score=0.358
3733,11935,DreaMS,0.135,score=0.135
89,1794,DreaMS,0.466,score=0.466
2527,15787,DreaMS,0.302,score=0.302
1794,1916,DreaMS,0.267,score=0.267
1123,13826,DreaMS,0.241,score=0.241
1484,4066,DreaMS,0.253,score=0.253
9607,13712,DreaMS,0.536,score=0.536
1075,3519,DreaMS,0.164,score=0.164
787,5017,DreaMS,0.122,score=0.122
340,5729,DreaMS,0.300,score=0.300
2393,2989,DreaMS,0.344,score=0.344
2362,3856,DreaMS,0.229,score=0.229
2587,5818,DreaMS,0.226,score=0.226
2865,3006,DreaMS,0.361,score=0.361
3131,4523,DreaMS,0.174,score=0.174
4884,5552,DreaMS,0.130,score=0.130
1720,13839,DreaMS,0.134,score=0.134
12850,15409,DreaMS,0.166,score=0.166
11230,15835,DreaMS,0.209,score=0.209
2527,3733,DreaMS,0.330,score=0.330
1037,4653,DreaMS,0.309,score=0.309
2999,5667,DreaMS,0.315,score=0.315
3295,5942,DreaMS,0.402,score=0.402
1729,5393,DreaMS,0.377,score=0.377
5513,8717,DreaMS,0.237,score=0.237
8716,13826,DreaMS,0.470,score=0.470
2534,15951,DreaMS,0.005,score=0.005
1631,3131,DreaMS,0.115,score=0.115
1817,13826,DreaMS,0.313,score=0.313
14658,17733,DreaMS,0.225,score=0.225
1747,5375,DreaMS,0.054,score=0.054
2865,11217,DreaMS,0.419,score=0.419
3876,5668,DreaMS,0.229,score=0.229
1123,16431,DreaMS,0.345,score=0.345
3770,4666,DreaMS,0.313,score=0.313
1130,3821,DreaMS,0.186,score=0.186
566,5610,DreaMS,0.341,score=0.341
3768,4668,DreaMS,0.195,score=0.195
3472,7867,DreaMS,0.111,score=0.111
6032,11935,DreaMS,0.048,score=0.048
4721,5815,DreaMS,0.025,score=0.025
1002,5742,DreaMS,0.424,score=0.424
1140,11217,DreaMS,0.102,score=0.102
5670,5909,DreaMS,0.191,score=0.191
2585,13954,DreaMS,0.011,score=0.011
2133,11648,DreaMS,0.082,score=0.082
5663,5916,DreaMS,0.428,score=0.428
5862,15875,DreaMS,0.189,score=0.189
5497,10129,DreaMS,0.074,score=0.074
1627,11229,DreaMS,0.138,score=0.138
1622,12764,DreaMS,0.056,score=0.056
352,16431,DreaMS,0.098,score=0.098
5393,11217,DreaMS,0.338,score=0.338
5030,12628,DreaMS,0.218,score=0.218
1587,3175,DreaMS,0.005,score=0.005
2595,17330,DreaMS,0.136,score=0.136
5006,17733,DreaMS,0.333,score=0.333
5670,17161,DreaMS,0.369,score=0.369
5742,15402,DreaMS,0.275,score=0.275
1691,11985,DreaMS,0.134,score=0.134
384,15835,DreaMS,0.224,score=0.224
1550,4047,DreaMS,0.276,score=0.276
3683,5861,DreaMS,0.066,score=0.066
3053,5613,DreaMS,0.215,score=0.215
1622,15409,DreaMS,0.104,score=0.104
1550,5572,DreaMS,0.144,score=0.144
2796,8131,DreaMS,0.059,score=0.059
4158,5468,DreaMS,0.200,score=0.200
5729,15415,DreaMS,0.445,score=0.445
3683,13826,DreaMS,0.111,score=0.111
2737,5668,DreaMS,0.243,score=0.243
4712,4873,DreaMS,0.576,score=0.576
4711,4874,DreaMS,0.445,score=0.445
3767,11648,DreaMS,0.122,score=0.122
999,13950,DreaMS,0.067,score=0.067
5983,16425,DreaMS,0.289,score=0.289
2463,17330,DreaMS,0.052,score=0.052
5513,6032,DreaMS,0.381,score=0.381
692,5420,DreaMS,0.284,score=0.284
2553,15718,DreaMS,0.118,score=0.118
1545,2021,DreaMS,0.099,score=0.099
3295,5799,DreaMS,0.253,score=0.253
3770,5774,DreaMS,0.074,score=0.074
5513,17733,DreaMS,0.170,score=0.170
6088,12748,DreaMS,0.203,score=0.203
3120,4534,DreaMS,0.568,score=0.568
1895,4510,DreaMS,0.092,score=0.092
717,13026,DreaMS,0.280,score=0.280
3276,5818,DreaMS,0.278,score=0.278
4988,5610,DreaMS,0.307,score=0.307
1077,5667,DreaMS,0.312,score=0.312
13712,17086,DreaMS,0.229,score=0.229
692,2947,DreaMS,0.490,score=0.490
3175,8717,DreaMS,0.068,score=0.068
4587,12141,DreaMS,0.127,score=0.127
5537,13712,DreaMS,0.196,score=0.196
997,3954,DreaMS,0.353,score=0.353
4442,4623,DreaMS,0.141,score=0.141
1543,8716,DreaMS,0.336,score=0.336
2796,5609,DreaMS,0.277,score=0.277
2795,5610,DreaMS,0.621,score=0.621
4534,6187,DreaMS,0.265,score=0.265
5547,6032,DreaMS,0.140,score=0.140
2686,9954,DreaMS,0.018,score=0.018
1130,5614,DreaMS,0.238,score=0.238
2373,4712,DreaMS,0.155,score=0.155
89,4590,DreaMS,0.246,score=0.246
4873,5663,DreaMS,0.036,score=0.036
3276,14007,DreaMS,0.208,score=0.208
4651,15787,DreaMS,0.160,score=0.160
1077,13872,DreaMS,0.425,score=0.425
5497,15869,DreaMS,0.183,score=0.183
5083,5552,DreaMS,0.175,score=0.175
2498,9954,DreaMS,0.197,score=0.197
4706,5667,DreaMS,0.274,score=0.274
1622,5771,DreaMS,0.069,score=0.069
1621,5772,DreaMS,0.048,score=0.048
3053,5414,DreaMS,0.352,score=0.352
1550,2498,DreaMS,0.325,score=0.325
1794,2968,DreaMS,0.076,score=0.076
5773,15402,DreaMS,0.255,score=0.255
496,5420,DreaMS,0.429,score=0.429
3954,5082,DreaMS,0.326,score=0.326
3892,4804,DreaMS,0.269,score=0.269
4651,16431,DreaMS,0.162,score=0.162
7391,15838,DreaMS,0.250,score=0.250
566,3317,DreaMS,0.200,score=0.200
9985,12748,DreaMS,0.504,score=0.504
1542,5904,DreaMS,0.104,score=0.104
3768,12850,DreaMS,0.005,score=0.005
10933,15835,DreaMS,0.291,score=0.291
1098,4884,DreaMS,0.334,score=0.334
2585,5773,DreaMS,0.123,score=0.123
1706,1748,DreaMS,0.255,score=0.255
3005,5017,DreaMS,0.159,score=0.159
496,999,DreaMS,0.412,score=0.412
340,1543,DreaMS,0.206,score=0.206
5551,5566,DreaMS,0.173,score=0.173
1836,15718,DreaMS,0.362,score=0.362
394,3589,DreaMS,0.398,score=0.398
1001,1080,DreaMS,0.479,score=0.479
5545,5572,DreaMS,0.485,score=0.485
1098,5348,DreaMS,0.350,score=0.350
4184,5067,DreaMS,0.227,score=0.227
5555,6058,DreaMS,0.161,score=0.161
3683,15937,DreaMS,0.084,score=0.084
2463,4714,DreaMS,0.278,score=0.278
2968,5468,DreaMS,0.154,score=0.154
3634,5503,DreaMS,0.319,score=0.319
3519,3856,DreaMS,0.267,score=0.267
5668,13838,DreaMS,0.260,score=0.260
5667,13839,DreaMS,0.338,score=0.338
1732,5012,DreaMS,0.195,score=0.195
1375,4801,DreaMS,0.348,score=0.348
15415,16425,DreaMS,0.494,score=0.494
1729,3821,DreaMS,0.086,score=0.086
4805,15633,DreaMS,0.035,score=0.035
2587,5771,DreaMS,0.400,score=0.400
15409,16431,DreaMS,0.056,score=0.056
2534,3663,DreaMS,0.295,score=0.295
1637,4665,DreaMS,0.186,score=0.186
1080,2336,DreaMS,0.339,score=0.339
1621,10915,DreaMS,0.251,score=0.251
2947,5348,DreaMS,0.557,score=0.557
1895,4810,DreaMS,0.183,score=0.183
2498,3907,DreaMS,0.268,score=0.268
3743,12141,DreaMS,0.142,score=0.142
5609,14861,DreaMS,0.163,score=0.163
2587,2795,DreaMS,0.298,score=0.298
5571,9954,DreaMS,0.127,score=0.127
2585,2797,DreaMS,0.486,score=0.486
4184,4587,DreaMS,0.480,score=0.480
999,1484,DreaMS,0.351,score=0.351
1631,5815,DreaMS,0.217,score=0.217
3954,8717,DreaMS,0.009,score=0.009
4988,5038,DreaMS,0.281,score=0.281
1077,12141,DreaMS,0.251,score=0.251
1637,1817,DreaMS,0.103,score=0.103
4221,5030,DreaMS,0.366,score=0.366
1627,5819,DreaMS,0.544,score=0.544
394,1489,DreaMS,0.253,score=0.253
2336,4712,DreaMS,0.312,score=0.312
3587,5420,DreaMS,0.401,score=0.401
1489,5904,DreaMS,0.178,score=0.178
1331,15838,DreaMS,0.158,score=0.158
3261,5420,DreaMS,0.109,score=0.109
5571,12628,DreaMS,0.279,score=0.279
1075,2184,DreaMS,0.625,score=0.625
1218,3733,DreaMS,0.385,score=0.385
2686,5904,DreaMS,0.293,score=0.293
2100,10129,DreaMS,0.241,score=0.241
1587,20005,DreaMS,0.128,score=0.128
1195,4874,DreaMS,0.401,score=0.401
4665,5771,DreaMS,0.197,score=0.197
395,5609,DreaMS,0.329,score=0.329
394,5610,DreaMS,0.200,score=0.200
4801,5797,DreaMS,0.034,score=0.034
352,5006,DreaMS,0.328,score=0.328
1123,4590,DreaMS,0.219,score=0.219
4801,5572,DreaMS,0.293,score=0.293
1126,4587,DreaMS,0.176,score=0.176
4651,13954,DreaMS,0.176,score=0.176
2779,9954,DreaMS,0.281,score=0.281
2897,5904,DreaMS,0.153,score=0.153
140,4916,DreaMS,0.266,score=0.266
3733,5742,DreaMS,0.202,score=0.202
1484,5909,DreaMS,0.358,score=0.358
3768,5369,DreaMS,0.025,score=0.025
1627,2421,DreaMS,0.248,score=0.248
4747,14658,DreaMS,0.411,score=0.411
1077,3767,DreaMS,0.227,score=0.227
3330,5351,DreaMS,0.344,score=0.344
2189,5668,DreaMS,0.078,score=0.078
1545,4415,DreaMS,0.229,score=0.229
2102,5414,DreaMS,0.247,score=0.247
4048,5537,DreaMS,0.442,score=0.442
5503,5614,DreaMS,0.248,score=0.248
4048,5203,DreaMS,0.358,score=0.358
4128,4747,DreaMS,0.146,score=0.146
4048,4988,DreaMS,0.263,score=0.263
89,5366,DreaMS,0.513,score=0.513
3954,9950,DreaMS,0.138,score=0.138
5407,17170,DreaMS,0.166,score=0.166
1489,4623,DreaMS,0.315,score=0.315
2527,14877,DreaMS,0.181,score=0.181
999,2850,DreaMS,0.425,score=0.425
1042,2217,DreaMS,0.319,score=0.319
5667,7270,DreaMS,0.170,score=0.170
2373,10142,DreaMS,0.137,score=0.137
5663,7274,DreaMS,0.103,score=0.103
12850,14861,DreaMS,0.232,score=0.232
5571,13712,DreaMS,0.171,score=0.171
89,1001,DreaMS,0.388,score=0.388
3131,3954,DreaMS,0.342,score=0.342
2373,4804,DreaMS,0.305,score=0.305
1035,4678,DreaMS,0.247,score=0.247
9950,17086,DreaMS,0.210,score=0.210
3175,12742,DreaMS,0.055,score=0.055
1123,2516,DreaMS,0.305,score=0.305
771,4046,DreaMS,0.371,score=0.371
5823,15787,DreaMS,0.178,score=0.178
2786,5572,DreaMS,0.398,score=0.398
2999,3261,DreaMS,0.262,score=0.262
692,4666,DreaMS,0.231,score=0.231
3770,5856,DreaMS,0.099,score=0.099
5082,15869,DreaMS,0.125,score=0.125
2362,9607,DreaMS,0.043,score=0.043
2793,5797,DreaMS,0.037,score=0.037
4668,5667,DreaMS,0.503,score=0.503
4665,5670,DreaMS,0.073,score=0.073
4415,15875,DreaMS,0.181,score=0.181
4645,17086,DreaMS,0.127,score=0.127
10129,14877,DreaMS,0.438,score=0.438
6088,16425,DreaMS,0.210,score=0.210
4510,5503,DreaMS,0.170,score=0.170
2184,4221,DreaMS,0.252,score=0.252
4046,5742,DreaMS,0.214,score=0.214
1767,16425,DreaMS,0.178,score=0.178
1042,3196,DreaMS,0.215,score=0.215
1098,2201,DreaMS,0.110,score=0.110
2189,4988,DreaMS,0.224,score=0.224
1622,3587,DreaMS,0.336,score=0.336
771,3589,DreaMS,0.474,score=0.474
3332,5349,DreaMS,0.260,score=0.260
3821,14007,DreaMS,0.083,score=0.083
1695,5010,DreaMS,0.204,score=0.204
1126,2133,DreaMS,0.114,score=0.114
3268,4107,DreaMS,0.170,score=0.170
1331,9985,DreaMS,0.157,score=0.157
5375,5742,DreaMS,0.329,score=0.329
1130,4982,DreaMS,0.324,score=0.324
1622,5083,DreaMS,0.303,score=0.303
1218,4066,DreaMS,0.285,score=0.285
4651,5492,DreaMS,0.390,score=0.390
3856,17170,DreaMS,0.058,score=0.058
4432,16425,DreaMS,0.329,score=0.329
496,4534,DreaMS,0.277,score=0.277
89,5555,DreaMS,0.276,score=0.276
3385,5082,DreaMS,0.292,score=0.292
5772,15838,DreaMS,0.216,score=0.216
5857,14645,DreaMS,0.218,score=0.218
1080,4587,DreaMS,0.381,score=0.381
4590,10129,DreaMS,0.131,score=0.131
12748,15719,DreaMS,0.738,score=0.738
1077,4590,DreaMS,0.205,score=0.205
4139,5729,DreaMS,0.509,score=0.509
1545,3664,DreaMS,0.090,score=0.090
1794,9954,DreaMS,0.228,score=0.228
3131,5803,DreaMS,0.168,score=0.168
3743,4801,DreaMS,0.240,score=0.240
4810,10933,DreaMS,0.084,score=0.084
795,1891,DreaMS,0.015,score=0.015
4721,5614,DreaMS,0.282,score=0.282
5942,16425,DreaMS,0.139,score=0.139
4442,5571,DreaMS,0.171,score=0.171
1621,3330,DreaMS,0.323,score=0.323
2958,15633,DreaMS,0.151,score=0.151
5857,14613,DreaMS,0.305,score=0.305
3196,15937,DreaMS,0.190,score=0.190
2982,5819,DreaMS,0.433,score=0.433
2950,3268,DreaMS,0.324,score=0.324
3276,4099,DreaMS,0.248,score=0.248
5916,17330,DreaMS,0.068,score=0.068
2850,14823,DreaMS,0.065,score=0.065
3131,5670,DreaMS,0.076,score=0.076
1037,4901,DreaMS,0.334,score=0.334
3120,4653,DreaMS,0.253,score=0.253
3342,4745,DreaMS,0.187,score=0.187
5366,13712,DreaMS,0.135,score=0.135
1002,4665,DreaMS,0.431,score=0.431
1126,4158,DreaMS,0.327,score=0.327
1130,2362,DreaMS,0.211,score=0.211
2947,3519,DreaMS,0.168,score=0.168
3974,4812,DreaMS,0.303,score=0.303
1916,3634,DreaMS,0.215,score=0.215
4099,8716,DreaMS,0.339,score=0.339
10129,15869,DreaMS,0.081,score=0.081
4745,5083,DreaMS,0.264,score=0.264
1218,2421,DreaMS,0.230,score=0.230
999,4668,DreaMS,0.435,score=0.435
1001,4666,DreaMS,0.452,score=0.452
1706,5038,DreaMS,0.042,score=0.042
787,3196,DreaMS,0.082,score=0.082
1887,3663,DreaMS,0.173,score=0.173
1695,2449,DreaMS,0.226,score=0.226
3342,13712,DreaMS,0.003,score=0.003
4047,15633,DreaMS,0.153,score=0.153
424,5492,DreaMS,0.305,score=0.305
2396,13839,DreaMS,0.015,score=0.015
5942,6114,DreaMS,0.177,score=0.177
1474,3120,DreaMS,0.337,score=0.337
395,1010,DreaMS,0.397,score=0.397
1706,10142,DreaMS,0.201,score=0.201
3276,5904,DreaMS,0.336,score=0.336
3354,5082,DreaMS,0.229,score=0.229
352,4678,DreaMS,0.253,score=0.253
2184,4808,DreaMS,0.209,score=0.209
4066,5409,DreaMS,0.345,score=0.345
1767,12764,DreaMS,0.087,score=0.087
2989,5369,DreaMS,0.226,score=0.226
1080,5366,DreaMS,0.519,score=0.519
2959,14788,DreaMS,0.289,score=0.289
2988,15869,DreaMS,0.090,score=0.090
1077,5369,DreaMS,0.004,score=0.004
730,5006,DreaMS,0.335,score=0.335
2796,14877,DreaMS,0.167,score=0.167
1002,5067,DreaMS,0.405,score=0.405
2982,15875,DreaMS,0.142,score=0.142
566,2216,DreaMS,0.185,score=0.185
2133,5348,DreaMS,0.408,score=0.408
3608,4046,DreaMS,0.287,score=0.287
2795,13294,DreaMS,0.190,score=0.190
1130,4808,DreaMS,0.176,score=0.176
1218,3653,DreaMS,0.302,score=0.302
4623,5750,DreaMS,0.376,score=0.376
1126,4812,DreaMS,0.189,score=0.189
1748,2396,DreaMS,0.109,score=0.109
2170,14861,DreaMS,0.291,score=0.291
1035,15787,DreaMS,0.100,score=0.100
997,15786,DreaMS,0.068,score=0.068
1817,3733,DreaMS,0.334,score=0.334
3876,4668,DreaMS,0.062,score=0.062
4510,6088,DreaMS,0.143,score=0.143
1037,5409,DreaMS,0.264,score=0.264
1032,5414,DreaMS,0.268,score=0.268
5552,13954,DreaMS,0.098,score=0.098
1767,15787,DreaMS,0.313,score=0.313
1545,11653,DreaMS,0.025,score=0.025
14788,15835,DreaMS,0.384,score=0.384
787,4668,DreaMS,0.523,score=0.523
3338,5067,DreaMS,0.371,score=0.371
4706,20005,DreaMS,0.244,score=0.244
5420,5861,DreaMS,0.183,score=0.183
717,15838,DreaMS,0.371,score=0.371
1032,4884,DreaMS,0.315,score=0.315
2463,15951,DreaMS,0.070,score=0.070
1042,4874,DreaMS,0.359,score=0.359
3261,5555,DreaMS,0.109,score=0.109
3856,15937,DreaMS,0.241,score=0.241
400,2520,DreaMS,0.191,score=0.191
1637,4432,DreaMS,0.199,score=0.199
2958,4523,DreaMS,0.098,score=0.098
4873,17733,DreaMS,0.259,score=0.259
1627,4442,DreaMS,0.160,score=0.160
12141,14788,DreaMS,0.477,score=0.477
795,5772,DreaMS,0.089,score=0.089
1952,5668,DreaMS,0.178,score=0.178
2200,5773,DreaMS,0.101,score=0.101
2202,5771,DreaMS,0.314,score=0.314
2585,7270,DreaMS,0.140,score=0.140
2201,5772,DreaMS,0.160,score=0.160
3629,5349,DreaMS,0.128,score=0.128
1732,4714,DreaMS,0.330,score=0.330
717,2958,DreaMS,0.281,score=0.281
1195,13026,DreaMS,0.285,score=0.285
5771,11229,DreaMS,0.281,score=0.281
999,5667,DreaMS,0.447,score=0.447
1891,4221,DreaMS,0.077,score=0.077
4805,12141,DreaMS,0.096,score=0.096
3268,17170,DreaMS,0.094,score=0.094
4158,4432,DreaMS,0.141,score=0.141
4711,10915,DreaMS,0.264,score=0.264
5552,13826,DreaMS,0.437,score=0.437
2170,5803,DreaMS,0.269,score=0.269
1895,2699,DreaMS,0.255,score=0.255
4534,13294,DreaMS,0.210,score=0.210
2473,15719,DreaMS,0.236,score=0.236
1794,10142,DreaMS,0.276,score=0.276
2474,15718,DreaMS,0.415,score=0.415
4442,8716,DreaMS,0.071,score=0.071
1622,1794,DreaMS,0.245,score=0.245
1375,2474,DreaMS,0.318,score=0.318
352,5803,DreaMS,0.250,score=0.250
2520,5420,DreaMS,0.189,score=0.189
9954,14778,DreaMS,0.388,score=0.388
2373,14658,DreaMS,0.072,score=0.072
1793,4653,DreaMS,0.096,score=0.096
1729,3961,DreaMS,0.213,score=0.213
2587,12141,DreaMS,0.196,score=0.196
1077,12742,DreaMS,0.267,score=0.267
1954,4158,DreaMS,0.136,score=0.136
3268,13878,DreaMS,0.526,score=0.526
4221,8716,DreaMS,0.128,score=0.128
